Rider ID,Country,UCI Team 2010,Rider Name,Price 2010,Score 2010,Gender,UCI Cat 2010,Born,Age 2010,UCI Team 2011,Price 2011,Score 2011,UCI Cat 2011,Age 2011,UCI Team 2012,Price 2012,Score 2012,UCI Cat 2012,Age 2012,UCI Team 2013,Price 2013,Score 2013,UCI Cat 2013,Age 2013,UCI Team 2014,Price 2014,Score 2014,UCI Cat 2014,Age 2014,UCI Team 2015,Price 2015,Score 2015,UCI Cat 2015,Age 2015,UCI Team 2016,Price 2016,Score 2016,UCI Cat 2016,Age 2016,UCI Team 2017,Price 2017,Score 2017,UCI Cat 2017,Age 2017,UCI Team 2018,Price 2018,Score 2018,UCI Cat 2018,Age 2018,UCI Team 2019,Price 2019,Score 2019,UCI Cat 2019,Age 2019,UCI Team 2020,Price 2020,Score 2020,UCI Cat 2020,Age 2020
3882,BEL,,Yorben Van Tichelt,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERC,1.0,50.0,CONT,23.0,XYZ,1.0,0.0,,24.0,XYZ,1.0,0.0,,25.0,,,,,
3839,POR,,Rui Pedro Vinhas,,,Men,,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W52,1.0,50.0,CONT,31.0,W52,1.0,0.0,CONT,32.0,W52,1.0,0.0,PROF,33.0,W52,1.0,0.0,CONT,34.0
3787,NED,,Elmar Reinders,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNL,1.0,45.0,PROF,25.0,RNL,1.0,0.0,PROF,26.0,ROC,1.0,60.0,PROF,27.0,RIW,1.0,0.0,PROF,28.0
3914,BEL,,Alexander Geuens,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSV,1.0,40.0,CONT,23.0,SNE,1.0,0.0,CONT,24.0,XYZ,1.0,0.0,,25.0,,,,,
3903,FRA,,Jordan Levasseur,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADT,1.0,40.0,CONT,22.0,XYZ,1.0,0.0,,23.0,XYZ,1.0,0.0,,24.0,NRL,1.0,0.0,CONT,25.0
3897,LAT,,Emils Liepins,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMP,1.0,40.0,PROF,25.0,ONE,1.0,10.0,CONT,26.0,WVA,1.0,240.0,PROF,27.0,TFS,2.0,0.0,WT,28.0
3832,BEL,,Jelle Mannaerts,,,Men,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIS,1.0,40.0,CONT,26.0,TIS,1.0,50.0,CONT,27.0,TIS,1.0,0.0,CONT,28.0,XYZ,1.0,0.0,,29.0
3782,BEL,,Dimitri Peyskens,,,Men,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA,1.0,40.0,PROF,26.0,WVA,1.0,0.0,PROF,27.0,WVA,1.0,0.0,PROF,28.0,WVA,1.0,0.0,PROF,29.0
3794,CZE,,Michal Schlegel,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCC,1.0,40.0,PROF,22.0,CCC,1.0,0.0,PROF,23.0,ELA,1.0,0.0,CONT,24.0,ELK,1.0,0.0,CONT,25.0
3796,AUS,,Nicholas Schultz,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CJR,1.0,40.0,PROF,23.0,CJR,1.0,103.0,PROF,24.0,MTS,1.0,144.0,WT,25.0,MTS,1.0,0.0,WT,26.0
3904,GBR,,Jacob Scott,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKT,1.0,40.0,CONT,22.0,ONE,1.0,0.0,CONT,23.0,XYZ,1.0,60.0,,24.0,DHB,1.0,0.0,CONT,25.0
3710,BEL,,Piet Allegaert,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVB,1.0,30.0,PROF,22.0,SVB,1.0,0.0,PROF,23.0,SVB,1.0,240.0,PROF,24.0,COF,2.0,0.0,WT,25.0
3720,NED,,Martijn Budding,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNL,1.0,30.0,PROF,22.0,RNL,1.0,10.0,PROF,23.0,BRT,1.0,10.0,CONT,24.0,RIW,1.0,0.0,PROF,25.0
3894,ESP,,Egoitz Fernandez,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UKO,1.0,30.0,CONT,25.0,EUK,1.0,0.0,CONT,26.0,,,,,,,,,,
3868,SUI,,Gian Friesecke,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VOL,1.0,30.0,CONT,23.0,VOL,1.0,62.0,CONT,24.0,SRA,1.0,0.0,CONT,25.0,XYZ,1.0,0.0,,26.0
3838,ESP,,Salvador Guardiola,,,Men,,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UKO,1.0,30.0,CONT,29.0,KIN,1.0,0.0,CONT,30.0,KIN,1.0,0.0,CONT,31.0,KIN,1.0,0.0,CONT,32.0
3844,GBR,,James Knox,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGN,1.0,30.0,CONT,22.0,QST,1.0,90.0,WT,23.0,DQT,1.0,568.0,WT,24.0,DQT,6.0,0.0,WT,25.0
3841,FRA,,Kevin Le Cunff,,,Men,,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUB,1.0,30.0,CONT,29.0,AUB,1.0,115.0,CONT,30.0,AUB,1.0,30.0,CONT,31.0,XYZ,1.0,0.0,,32.0
3893,FRA,,Jeremy Leveau,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RLM,1.0,30.0,CONT,25.0,DMP,1.0,8.0,PROF,26.0,DMP,1.0,3.0,PROF,27.0,NRL,1.0,0.0,CONT,28.0
3783,BEL,,Edward Planckaert,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVB,1.0,30.0,PROF,22.0,SVB,1.0,10.0,PROF,23.0,SVB,1.0,40.0,PROF,24.0,SVB,1.0,0.0,PROF,25.0
3867,NED,,Corne Van Kessel,,,Men,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFL,1.0,30.0,CONT,26.0,TFL,1.0,0.0,CONT,27.0,TFL,1.0,0.0,CONT,28.0,CWG,1.0,0.0,PROF,29.0
3908,BEL,,Emiel Vermeulen,,,Men,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RLM,1.0,30.0,CONT,24.0,RLM,1.0,110.0,CONT,25.0,NRL,1.0,135.0,CONT,26.0,NRL,1.0,0.0,CONT,27.0
3895,GER,,Domenic Weinstein,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNR,1.0,30.0,CONT,23.0,RNR,1.0,0.0,CONT,24.0,XYZ,1.0,0.0,,25.0,,,,,
3723,ESP,,Hector Carretero,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOV,1.0,20.0,WT,22.0,MOV,1.0,0.0,WT,23.0,MOV,1.0,0.0,WT,24.0,MOV,1.0,0.0,WT,25.0
3906,BEL,,Bjorg Lambrecht,,,Men,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,20.0,,20.0,LTS,1.0,244.0,WT,21.0,LTS,2.0,518.0,WT,22.0,,,,,
3757,FRA,,Mathias Le Turnier,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COF,1.0,20.0,PROF,22.0,COF,1.0,0.0,PROF,23.0,COF,1.0,0.0,PROF,24.0,COF,1.0,0.0,WT,25.0
3759,ITA,,Matteo Malucelli,,,Men,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,1.0,20.0,PROF,24.0,ANS,1.0,40.0,PROF,25.0,CJR,1.0,36.0,PROF,26.0,CJR,1.0,0.0,PROF,27.0
3771,BEL,,Christophe Noppe,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVB,1.0,20.0,PROF,23.0,SVB,1.0,10.0,PROF,24.0,SVB,1.0,115.0,PROF,25.0,PCB,1.0,0.0,PROF,26.0
3916,TUR,,Ahmet Orken,,,Men,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRK,1.0,20.0,CONT,24.0,XYZ,1.0,0.0,,25.0,SBB,1.0,100.0,CONT,26.0,TSC,1.0,0.0,CONT,27.0
3790,NED,,Oscar Riesebeek,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNL,1.0,20.0,PROF,25.0,RNL,1.0,150.0,PROF,26.0,ROC,1.0,50.0,PROF,27.0,COR,1.0,0.0,PROF,28.0
3892,FRA,,Romain Le Roux,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADT,1.0,15.0,CONT,25.0,FST,1.0,0.0,PROF,26.0,PCB,1.0,0.0,PROF,27.0,PCB,1.0,0.0,PROF,28.0
3768,BEL,,Lawrence Naesen,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA,1.0,15.0,PROF,25.0,LTS,1.0,44.0,WT,26.0,LTS,1.0,278.0,WT,27.0,ALM,2.0,0.0,WT,28.0
3837,ESP,,Albert Torres,,,Men,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCT,1.0,15.0,CONT,27.0,DCT,1.0,0.0,CONT,28.0,XYZ,1.0,0.0,,29.0,MOV,1.0,0.0,WT,30.0
3815,CHN,,Meiyin Wang,,,Men,,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBM,1.0,15.0,WT,29.0,TBM,1.0,43.0,WT,30.0,TBM,1.0,0.0,WT,31.0,HEN,1.0,0.0,CONT,32.0
3715,POR,,Nuno Bico,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOV,1.0,12.0,WT,23.0,MOV,1.0,0.0,WT,24.0,BBH,1.0,0.0,PROF,25.0,,,,,
3881,NED,,Jasper De Laat,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET,1.0,10.0,CONT,23.0,MET,1.0,0.0,CONT,24.0,XYZ,1.0,0.0,,25.0,,,,,
3831,BEL,,Matthias De Witte,,,Men,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIB,1.0,10.0,CONT,24.0,VWC,1.0,0.0,PROF,25.0,ROC,1.0,0.0,PROF,26.0,NRL,1.0,0.0,CONT,27.0
3732,ESP,,Jose Manuel Diaz Gallego,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICA,1.0,10.0,PROF,22.0,ICA,1.0,0.0,PROF,23.0,XYZ,1.0,0.0,,24.0,NDP,1.0,0.0,PROF,25.0
3907,GER,,Konrad Gessner,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNR,1.0,10.0,CONT,22.0,LPC,1.0,0.0,CONT,23.0,LPC,1.0,0.0,CONT,24.0,,,,,
3744,FRA,,Dorian Godon,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COF,1.0,10.0,PROF,21.0,COF,1.0,25.0,PROF,22.0,ALM,1.0,65.0,WT,23.0,ALM,1.0,0.0,WT,24.0
3910,DEN,,Jonas Gregaard,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIW,1.0,10.0,CONT,21.0,RIW,1.0,0.0,CONT,22.0,AST,1.0,0.0,WT,23.0,AST,1.0,0.0,WT,24.0
3786,ITA,,Edward Ravasi,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UAD,1.0,10.0,WT,23.0,UAD,1.0,134.0,WT,24.0,UAD,1.0,0.0,WT,25.0,UAD,1.0,0.0,WT,26.0
3898,MEX,,Jose Alfredo Rodriguez,,,Men,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELV,1.0,10.0,CONT,20.0,ELV,1.0,0.0,CONT,21.0,ELV,1.0,0.0,CONT,22.0,XYZ,1.0,0.0,,23.0
3845,ESP,,Oscar Eduardo Sanchez,,,Men,,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSM,1.0,10.0,CONT,32.0,XYZ,1.0,0.0,,33.0,XYZ,1.0,0.0,,34.0,,,,,
3901,FRA,,Damien Touze,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUB,1.0,10.0,CONT,21.0,AUB,1.0,45.0,CONT,22.0,COF,1.0,80.0,PROF,23.0,COF,1.0,0.0,WT,24.0
3749,AUS,,Chris Hamilton,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUN,1.0,6.0,WT,22.0,SUN,1.0,80.0,WT,23.0,SUN,1.0,90.0,WT,24.0,SUN,1.0,0.0,WT,25.0
3756,JPN,,Marino Kobayashi,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIP,1.0,6.0,PROF,23.0,NIP,1.0,20.0,PROF,24.0,GVP,1.0,0.0,CONT,25.0,GTV,1.0,0.0,CONT,26.0
3809,JPN,,Kohei Uchima,,,Men,,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIP,1.0,6.0,PROF,29.0,NIP,1.0,10.0,PROF,30.0,UKO,1.0,0.0,CONT,31.0,UKO,1.0,0.0,CONT,32.0
3934,MAR,,Anass Ait El Abdia,,,Men,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UAD,1.0,0.0,WT,24.0,UAD,1.0,0.0,WT,25.0,XYZ,1.0,0.0,,26.0,,,,,
3709,ITA,,Vincenzo Albanese,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,1.0,0.0,PROF,21.0,BRD,1.0,20.0,PROF,22.0,BRD,1.0,0.0,PROF,23.0,BCF,1.0,0.0,PROF,24.0
3711,COL,,Juan Jose Amador,,,Men,,1998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MZN,1.0,0.0,PROF,19.0,MZN,1.0,0.0,PROF,20.0,MZN,1.0,0.0,PROF,21.0,SSS,1.0,0.0,CONT,22.0
3712,ITA,,Nicola Bagioli,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIP,1.0,0.0,PROF,22.0,NIP,1.0,90.0,PROF,23.0,NIP,1.0,50.0,PROF,24.0,ANS,1.0,0.0,PROF,25.0
3974,ESP,,Aritz Bagues,,,Men,,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUS,1.0,0.0,CONT,28.0,EUS,1.0,20.0,PROF,29.0,EUS,1.0,0.0,PROF,30.0,CJR,1.0,0.0,PROF,31.0
3714,UAE,,Yousif Mirza Banihammad,,,Men,,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UAD,1.0,0.0,WT,29.0,UAD,1.0,0.0,WT,30.0,,,,,,,,,,
4079,FRA,,Pierre Barbier,,,Men,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RLM,1.0,0.0,CONT,20.0,RLM,1.0,0.0,CONT,21.0,NRL,1.0,80.0,CONT,22.0,NDP,1.0,0.0,PROF,23.0
3973,ESP,,Fernando Barcelo,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COF,1.0,0.0,PROF,21.0,EUS,1.0,30.0,PROF,22.0,EUS,1.0,70.0,PROF,23.0,COF,1.0,0.0,WT,24.0
3972,ESP,,Ander Barrenetxea,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUS,1.0,0.0,CONT,25.0,EUS,1.0,0.0,PROF,26.0,EUS,1.0,0.0,PROF,27.0,XYZ,1.0,0.0,,28.0
4005,USA,,William Barta,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AHB,1.0,0.0,CONT,21.0,HBA,1.0,0.0,PROF,22.0,CPT,1.0,0.0,WT,23.0,CCC,1.0,0.0,WT,24.0
3971,FRA,,Cyril Barthe,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUS,1.0,0.0,CONT,21.0,EUS,1.0,0.0,PROF,22.0,EUS,1.0,0.0,PROF,23.0,VCB,1.0,0.0,PROF,24.0
3980,ITA,,Simone Bevilacqua,,,Men,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIL,1.0,0.0,PROF,20.0,WIL,1.0,0.0,PROF,21.0,NSK,1.0,0.0,PROF,22.0,THR,1.0,0.0,PROF,23.0
3716,BEL,,Jenthe Biermans,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAT,1.0,0.0,WT,22.0,TKA,1.0,20.0,WT,23.0,TKA,1.0,10.0,WT,24.0,ISN,1.0,0.0,WT,25.0
3718,COL,,Hernando Bohorquez,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MZN,1.0,0.0,PROF,25.0,MZN,1.0,0.0,PROF,26.0,AST,1.0,0.0,WT,27.0,AST,1.0,0.0,WT,28.0
3719,ITA,,Raffaello Bonusi,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,1.0,0.0,PROF,25.0,ANS,1.0,0.0,PROF,26.0,,,,,,,,,,
3996,ITA,,Joan Bou,,,Men,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIP,1.0,0.0,PROF,20.0,NIP,1.0,20.0,PROF,21.0,NIP,1.0,3.0,PROF,22.0,FOR,1.0,0.0,PROF,23.0
3979,GBR,,Samuel Brand,,,Men,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TNN,1.0,0.0,PROF,26.0,TNN,1.0,0.0,PROF,27.0,TNN,1.0,0.0,PROF,28.0,TNN,1.0,0.0,PROF,29.0
3939,ITA,,Michael Bresciani,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,1.0,0.0,PROF,23.0,BRD,1.0,10.0,PROF,24.0,BRD,1.0,0.0,PROF,25.0,AZT,1.0,0.0,CONT,26.0
3950,ESP,,Oscar Cabedo,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,0.0,,23.0,BBH,1.0,0.0,PROF,24.0,BBH,1.0,0.0,PROF,25.0,BBH,1.0,0.0,PROF,26.0
4006,RUS,,Nicolay Cherkasov,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAZ,1.0,0.0,PROF,21.0,GAZ,1.0,0.0,PROF,22.0,GAZ,1.0,235.0,PROF,23.0,GAZ,1.0,0.0,PROF,24.0
3994,ITA,,Damiano Cima,,,Men,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIP,1.0,0.0,PROF,24.0,NIP,1.0,0.0,PROF,25.0,NIP,1.0,220.0,PROF,26.0,GAZ,2.0,0.0,PROF,27.0
3995,ITA,,Imerio Cima,,,Men,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,0.0,,20.0,NIP,1.0,0.0,PROF,21.0,NIP,1.0,143.0,PROF,22.0,GAZ,1.0,0.0,PROF,23.0
3725,CZE,,Ondrej Cink,,,Men,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBM,1.0,0.0,WT,27.0,,,,,,,,,,,,,,,
3932,ITA,,Nicola Conci,,,Men,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFS,1.0,0.0,WT,20.0,TFS,1.0,12.0,WT,21.0,TFS,1.0,60.0,WT,22.0,TFS,1.0,0.0,WT,23.0
3926,BEL,,Steff Cras,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,0.0,,21.0,TKA,1.0,40.0,WT,22.0,TKA,1.0,40.0,WT,23.0,LTS,1.0,0.0,WT,24.0
3955,ESP,,Alvaro Cuadros,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,0.0,,22.0,CJR,1.0,3.0,PROF,23.0,CJR,1.0,0.0,PROF,24.0,CJR,1.0,0.0,PROF,25.0
3949,ESP,,Jorge Cubero,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUR,1.0,0.0,CONT,25.0,BBH,1.0,0.0,PROF,26.0,BBH,1.0,0.0,PROF,27.0,BBH,1.0,0.0,PROF,28.0
3999,USA,,Andrew Dahlheim,,,Men,,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,0.0,,29.0,HCA,1.0,0.0,PROF,30.0,AHB,1.0,0.0,CONT,31.0,XYZ,1.0,0.0,,32.0
4004,USA,,Cole Davis,,,Men,,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,0.0,,18.0,HBA,1.0,0.0,PROF,19.0,HBA,1.0,0.0,PROF,20.0,HBA,1.0,0.0,CONT,21.0
3992,NED,,Robbert De Greef,,,Men,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDC,1.0,0.0,CONT,26.0,RNL,1.0,0.0,PROF,27.0,ALE,1.0,70.0,CONT,28.0,,,,,
3961,FRA,,Lucas De Rossi,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,0.0,,22.0,DMP,1.0,0.0,PROF,23.0,DMP,1.0,0.0,PROF,24.0,NDP,1.0,0.0,PROF,25.0
3993,NED,,Hartthijs De Vries,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEG,1.0,0.0,CONT,21.0,XYZ,1.0,0.0,,22.0,VLA,1.0,0.0,CONT,23.0,VLA,1.0,0.0,CONT,24.0
3728,BEL,,Lindsay de Vylder,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVB,1.0,0.0,PROF,22.0,SVB,1.0,0.0,PROF,23.0,SVB,1.0,0.0,PROF,24.0,SVB,1.0,0.0,PROF,25.0
3729,BEL,,Benjamin Declercq,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVB,1.0,0.0,PROF,23.0,SVB,1.0,110.0,PROF,24.0,SVB,1.0,125.0,PROF,25.0,PCB,1.0,0.0,PROF,26.0
3730,BEL,,Kevin Deltombe,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVB,1.0,0.0,PROF,23.0,SVB,1.0,60.0,PROF,24.0,SVB,1.0,0.0,PROF,25.0,SVB,1.0,0.0,PROF,26.0
3731,BEL,,Thomas Deruette,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA,1.0,0.0,PROF,22.0,WVA,1.0,0.0,PROF,23.0,CCD,1.0,0.0,CONT,24.0,,,,,
3918,RSA,,Nicholas Dlamini,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDD,1.0,0.0,WT,22.0,DDD,1.0,60.0,WT,23.0,TDD,1.0,0.0,WT,24.0,NTT,1.0,0.0,WT,25.0
3734,FRA,,Fabien Doubey,,,Men,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGG,1.0,0.0,PROF,24.0,WGG,1.0,0.0,PROF,25.0,WGG,1.0,80.0,PROF,26.0,CWG,1.0,0.0,PROF,27.0
3936,IRL,,Eddie Dunbar,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AHB,1.0,0.0,CONT,21.0,SKY,1.0,160.0,WT,22.0,SKY,1.0,339.0,WT,23.0,INS,2.0,0.0,WT,24.0
3735,IRL,,Conor Dunne,,,Men,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABS,1.0,0.0,PROF,25.0,ABS,1.0,100.0,PROF,26.0,ICA,1.0,0.0,PROF,27.0,,,,,
3736,BEL,,Jimmy Duquennoy,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA,1.0,0.0,PROF,22.0,WVA,1.0,0.0,PROF,23.0,,,,,,,,,,
3928,NED,,Pascal Eenkhoorn,,,Men,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,0.0,,20.0,TLJ,1.0,246.0,WT,21.0,TJV,2.0,77.0,WT,22.0,TJV,2.0,0.0,WT,23.0
3933,DEN,,Niklas Eg,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVC,1.0,0.0,CONT,22.0,TFS,1.0,60.0,WT,23.0,TFS,1.0,15.0,WT,24.0,TFS,1.0,0.0,WT,25.0
3977,CAN,,Nigel Ellsay,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RLY,1.0,0.0,CONT,23.0,RLY,1.0,0.0,PROF,24.0,RLY,1.0,0.0,PROF,25.0,RLY,1.0,0.0,PROF,26.0
3948,ESP,,Jesus Ezquerra,,,Men,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STA,1.0,0.0,CONT,27.0,BBH,1.0,0.0,PROF,28.0,BBH,1.0,0.0,PROF,29.0,BBH,1.0,0.0,PROF,30.0
3925,ITA,,Matteo Fabbro,,,Men,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,0.0,,22.0,TKA,1.0,30.0,WT,23.0,TKA,1.0,90.0,WT,24.0,BOH,1.0,0.0,WT,25.0
3737,COL,,Miguel Eduardo Florez,,,Men,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIL,1.0,0.0,PROF,21.0,WIL,1.0,0.0,PROF,22.0,ANS,1.0,0.0,PROF,23.0,ANS,1.0,0.0,PROF,24.0
3819,NZL,,Alex Frame,,,Men,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JLT,1.0,0.0,CONT,24.0,TFS,1.0,68.0,WT,25.0,TFS,1.0,30.0,WT,26.0,XYZ,1.0,0.0,,27.0
3738,ITA,,Mattia Frapporti,,,Men,,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,1.0,0.0,PROF,23.0,ANS,1.0,0.0,PROF,24.0,ANS,1.0,0.0,PROF,25.0,ANS,1.0,0.0,PROF,26.0
3741,COL,,Jhojan Garcia,,,Men,,1998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MZN,1.0,0.0,PROF,19.0,MZN,1.0,0.0,PROF,20.0,MZN,1.0,0.0,PROF,21.0,CJR,1.0,0.0,PROF,22.0
3742,NZL,,Aaron Gate,,,Men,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABS,1.0,0.0,PROF,27.0,ABS,1.0,14.0,PROF,28.0,EVO,1.0,0.0,CONT,29.0,BSC,1.0,0.0,CONT,30.0
3991,BEL,,Robbe Ghys,,,Men,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYZ,1.0,0.0,,20.0,SVB,1.0,0.0,PROF,21.0,SVB,1.0,0.0,PROF,22.0,SVB,1.0,0.0,PROF,23.0
3743,FRA,,Romain Gioux,,,Men,,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TNN,1.0,0.0,PROF,31.0,TNN,1.0,0.0,PROF,32.0,XYZ,1.0,0.0,,33.0,,,,,
