	Country 	Trade Team 	Rider 	Born 	Price 	Prev 	Score ↓ 	
994. 	SWE 	XYZ 	Jennie Stenerhag 	1975 	1 	0 	0 	[+]
995. 	USA 	XYZ 	Kayla Sterling 	1994 	1 	0 	0 	[+]
996. 	NED 	GIW 	Kyara Stijns 	1995 	1 	0 	0 	[+]
997. 	GER 	NOE 	Brigitte Stocker 	1975 	1 	0 	0 	[+]
998. 	AUT 	NOE 	Stephanie Strobl 	1995 	1 	0 	0 	[+]
999. 	FIN 	XYZ 	Pia Sundstedt 	1975 	1 	0 	0 	[+]
1000. 	RSA 	XYZ 	Liliana Swanepoel 		1 	0 	0 	[+]
1001. 	NED 	XYZ 	Noortje Tabak 	1988 	1 	0 	0 	[+]
1002. 	ITA 	XYZ 	Alice Tagliapietra 	1993 	1 	0 	0 	[+]
1003. 	NED 	XYZ 	Rebecca Talen 	1993 	1 	0 	0 	[+]
1004. 	ITA 	XYZ 	Luisa Tamanini 	1980 	1 	0 	0 	[+]
1005. 	CHN 	XYZ 	Kerong Tang 	1988 	1 	0 	0 	[+]
1006. 	VEN 	XYZ 	Gleydimar Tapia 	1992 	1 	0 	0 	[+]
1007. 	ITA 	SEF 	Roberta Tasca 	1994 	1 	0 	0 	[+]
1008. 	RSA 	XYZ 	Cherise Taylor 	1989 	1 	0 	0 	[+]
1009. 	USA 	XYZ 	Starla Teddergreen 	1979 	1 	0 	0 	[+]
1010. 	NED 	XYZ 	Linda ter Beek 	1987 	1 	0 	0 	[+]
1011. 	AUT 	SQS 	Barbara Tesar 	1982 	1 	0 	0 	[+]
1012. 	GER 	XYZ 	Ina Teutenberg 	1974 	1 	0 	0 	[+]
1013. 	FRA 	XYZ 	Beatrice Thomas 	1981 	1 	0 	0 	[+]
1014. 	GBR 	BCC 	Elinor Thorogood 	1992 	1 	0 	0 	[+]
1015. 	CHN 	GPC 	Yuanyuan Tian 	1992 	1 	0 	0 	[+]
1016. 	GBR 	MFP 	Jo Tindley 	1987 	1 	0 	0 	[+]
1017. 	ITA 	XYZ 	Francesca Tognali 	1985 	1 	0 	0 	[+]
1018. 	ITA 	XYZ 	Alessandra Tomasini 	1993 	1 	0 	0 	[+]
1019. 	AUS 	XYZ 	Josephine Tomic 	1989 	1 	0 	0 	[+]
1020. 	BEL 	BCF 	Alexandra Tondeur 	1987 	1 	0 	0 	[+]
1021. 	NOR 	XYZ 	Linn Torp 	1977 	1 	0 	0 	[+]
1022. 	CAN 	XYZ 	Jenny Trew 	1981 	1 	0 	0 	[+]
1023. 	GBR 	DLT 	Emma Trott 	1989 	1 	0 	0 	[+]
1024. 	NED 	XYZ 	Karin Truijen 	1982 	1 	0 	0 	[+]
1025. 	AND 	XYZ 	Ariadna Tudel Cuberes 	1978 	1 	0 	0 	[+]
1026. 	ITA 	SEF 	Maria Adele Tuia 	1983 	1 	0 	0 	[+]
1027. 	NED 	XYZ 	Laura Turpijn 	1978 	1 	0 	0 	[+]
1028. 	SUI 	XYZ 	Jessica Uebelhart 	1990 	1 	0 	0 	[+]
1029. 	ESP 	XYZ 	Ana Usabiaga Balerdi 	1990 	1 	0 	0 	[+]
1030. 	ESP 	LKT 	Irene Usabiaga 	1993 	1 	0 	0 	[+]
1031. 	JPN 	BPK 	Minami Uwano 	1991 	1 	0 	0 	[+]
1032. 	USA 	EXG 	Jennifer Valente 	1994 	1 	0 	0 	[+]
1033. 	DEN 	TRY 	Julie Valgren Andersen 	1994 	1 	0 	0 	[+]
1034. 	NED 	XYZ 	Susanne van As 	1980 	1 	0 	0 	[+]
1035. 	BEL 	XYZ 	Ilse Van de Pontseele 	1984 	1 	0 	0 	[+]
1036. 	RSA 	XYZ 	Joanna Van de Winkel 	1982 	1 	0 	0 	[+]
1037. 	NED 	XYZ 	Irene van den Broek 	1980 	1 	0 	0 	[+]
1038. 	NED 	PHV 	Bianca van den Hoek 	1976 	1 	0 	0 	[+]
1039. 	NED 	XYZ 	Daisy van der Aa 	1989 	1 	0 	0 	[+]
1040. 	NED 	XYZ 	Laura van der Kamp 	1992 	1 	0 	0 	[+]
1041. 	NED 	XYZ 	Monique van der Vorst 	1984 	1 	0 	0 	[+]
1042. 	NED 	XYZ 	Kim van Dijk 	1984 	1 	0 	0 	[+]
1043. 	NED 	XYZ 	Mara van Doremalen 	1992 	1 	0 	0 	[+]
1044. 	USA 	XYZ 	Laura Van Gilder 	1964 	1 	0 	0 	[+]
1045. 	NED 	XYZ 	Elise van Hage 	1989 	1 	0 	0 	[+]
1046. 	NED 	XYZ 	Nathalie van Katwijk 	1985 	1 	0 	0 	[+]
1047. 	NED 	XYZ 	Irene van Lith 	1991 	1 	0 	0 	[+]
1048. 	BEL 	XYZ 	Katrien Van Looy 	1989 	1 	0 	0 	[+]
1049. 	NED 	XYZ 	Marieke van Nek 	1988 	1 	0 	0 	[+]
1050. 	NED 	XYZ 	Tessa van Nieuwpoort 	1991 	1 	0 	0 	[+]
1051. 	AUT 	NOE 	Alisa van Oijen 	1992 	1 	0 	0 	[+]
1052. 	NED 	XYZ 	Linda van Rijen 	1988 	1 	0 	0 	[+]
1053. 	NED 	XYZ 	Sandra van Veghel 	1982 	1 	0 	0 	[+]
1054. 	NED 	XYZ 	Heleen van Vliet 	1982 	1 	0 	0 	[+]
1055. 	NED 	DLT 	Marieke van Wanroij 	1979 	1 	0 	0 	[+]
1056. 	NED 	XYZ 	Nathaly van Wesdonk 	1992 	1 	0 	0 	[+]
1057. 	NED 	XYZ 	Josien van Wingerden 	1987 	1 	0 	0 	[+]
1058. 	BEL 	XYZ 	Edith Vanden Brande 	1982 	1 	0 	0 	[+]
1059. 	BEL 	XYZ 	Hélène Vander Massen 	1988 	1 	0 	0 	[+]
1060. 	BEL 	XYZ 	Cindy Vandermeulen 	1980 	1 	0 	0 	[+]
1061. 	ITA 	XYZ 	Chiara Vanni 	1989 	1 	0 	0 	[+]
1062. 	ITA 	VAI 	Chiara Vannucci 	1993 	1 	0 	0 	[+]
1063. 	ITA 	XYZ 	Stefania Vecchio 	1990 	1 	0 	0 	[+]
1064. 	BEL 	LBL 	Anisha Vekemans 	1991 	1 	0 	0 	[+]
1065. 	VEN 	XYZ 	Nathaly Velazco 	1986 	1 	0 	0 	[+]
1066. 	ITA 	XYZ 	Barbara Venerito 	1993 	1 	0 	0 	[+]
1067. 	BEL 	KRE 	Elien Vercamer 	1988 	1 	0 	0 	[+]
1068. 	BEL 	KRE 	Ine Vercammen 	1977 	1 	0 	0 	[+]
1069. 	BEL 	XYZ 	Sofie Verdonck 	1986 	1 	0 	0 	[+]
1070. 	BEL 	XYZ 	Hannah Verhaeghe 	1988 	1 	0 	0 	[+]
1071. 	BEL 	LBL 	Sara Verhaest 	1995 	1 	0 	0 	[+]
1072. 	BEL 	XYZ 	Karen Verhestraeten 	1991 	1 	0 	0 	[+]
1073. 	NED 	XYZ 	Wendy Versluis 	1992 	1 	0 	0 	[+]
1074. 	BEL 	WET 	Femke Verstichelen 	1984 	1 	0 	0 	[+]
1075. 	NED 	DUR 	Chantal Verstraten 	1993 	1 	0 	0 	[+]
1076. 	ITA 	MIC 	Lara Vieceli 	1993 	1 	0 	0 	[+]
1077. 	FRA 	XYZ 	Stephanie Viel 	1985 	1 	0 	0 	[+]
1078. 	ESP 	XYZ 	Laura Vilanova 	1992 	1 	0 	0 	[+]
1079. 	NED 	XYZ 	Annelies Visser 	1992 	1 	0 	0 	[+]
1080. 	NOR 	XYZ 	Marie Voreland 	1990 	1 	0 	0 	[+]
1081. 	NOR 	XYZ 	Frøydis Waersted 	1987 	1 	0 	0 	[+]
1082. 	GBR 	XYZ 	Hannah Walker 	1992 	1 	0 	0 	[+]
1083. 	GBR 	MFP 	Jessie Walker 	1994 	1 	0 	0 	[+]
1084. 	CHN 	XYZ 	Cui Wang 	1989 	1 	0 	0 	[+]
1085. 	GBR 	BCC 	Molly Weaver 	1994 	1 	0 	0 	[+]
1086. 	SUI 	XYZ 	Martina Weiss 	1991 	1 	0 	0 	[+]
1087. 	SUI 	BCT 	Sandra Weiss 	1991 	1 	0 	0 	[+]
1088. 	USA 	XYZ 	Alisha Welsh 	1983 	1 	0 	0 	[+]
1089. 	NED 	XYZ 	Hannah Welter 	1988 	1 	0 	0 	[+]
1090. 	BEL 	SPM 	Laure Werner 	1981 	1 	0 	0 	[+]
1091. 	USA 	XYZ 	Jennifer Wheeler 	1980 	1 	0 	0 	[+]
1092. 	NZL 	XYZ 	Genevieve Whitson 	1980 	1 	0 	0 	[+]
1093. 	CAN 	XYZ 	Tara Whitten 	1980 	1 	0 	0 	[+]
1094. 	GER 	XYZ 	Lisa Maria Wiedemann 	1992 	1 	0 	0 	[+]
1095. 	NED 	XYZ 	Juliette Wigbold 	1986 	1 	0 	0 	[+]
1096. 	GBR 	XYZ 	Catherine Williamson 	1982 	1 	0 	0 	[+]
1097. 	NZL 	VDK 	Sophie Williamson 	1994 	1 	0 	0 	[+]
1098. 	CAN 	XYZ 	Erinne Willock 	1981 	1 	0 	0 	[+]
1099. 	USA 	XYZ 	Lia Winfield 	1986 	1 	0 	0 	[+]
1100. 	BEL 	XYZ 	Marlene Wintgens 	1993 	1 	0 	0 	[+]
1101. 	NED 	XYZ 	Joslen Wisse 	1989 	1 	0 	0 	[+]
1102. 	NED 	XYZ 	Melanie Woering 	1992 	1 	0 	0 	[+]
1103. 	SUI 	XYZ 	Andrea Wolfer 	1987 	1 	0 	0 	[+]
1104. 	CHN 	GPC 	Wan Yiu Jamie Wong 	1986 	1 	0 	0 	[+]
1105. 	CHN 	XYZ 	Chao Mei Wu 	1989 	1 	0 	0 	[+]
1106. 	AUT 	NOE 	Eva Wutti 	1989 	1 	0 	0 	[+]
1107. 	GBR 	MFP 	Helen Wyman 	1981 	1 	0 	0 	[+]
1108. 	CHN 	GPC 	Weina Yan 	1991 	1 	0 	0 	[+]
1109. 	CHN 	GPC 	Sheng Yongyan 	1987 	1 	0 	0 	[+]
1110. 	ESP 	XYZ 	Ana Yonta Diez 	1975 	1 	0 	0 	[+]
1111. 	CHN 	XYZ 	Yunyun Yuan 		1 	0 	0 	[+]
1112. 	LTU 	XYZ 	Egle Zablockyte 	1989 	1 	0 	0 	[+]
1113. 	UKR 	XYZ 	Angela Zagkarova 		1 	0 	0 	[+]
1114. 	ITA 	XYZ 	Ambra Zago 	1991 	1 	0 	0 	[+]
1115. 	ITA 	SEF 	Luisa Zenna 	1995 	1 	0 	0 	[+]
1116. 	CHN 	GPC 	Nan Zhang 	1989 	1 	0 	0 	[+]
1117. 	CHN 	GPC 	Yuzhuo Zhang 	1987 	1 	0 	0 	[+]
1118. 	CHN 	XYZ 	Na Zhao 	1984 	1 	0 	0 	[+]
1119. 	CHN 	GPC 	Xisha Zhao 	1992 	1 	0 	0 	[+]
1120. 	ESP 	XYZ 	Ane Ziaran 	1991 	1 	0 	0 	[+]
1121. 	USA 	COL 	Mary Zider 	1984 	1 	0 	0 	[+]
1122. 	NED 	DLT 	Nicky Zijlaard 	1995 	1 	0 	0 	[+]
1123. 	ESP 	XYZ 	Dorleta Zorrilla Braceras 	1989 	1 	0 	0 	[+]
1124. 	CZE 	XYZ 	Petra Zrimsek 	1988 	1 	0 	0 	[+]
1125. 	GER 	XYZ 	Denise Zuckermandel 	1988 	1 	0 	0 	[+]
