Year,Rider ID,Rider Name,Country,UCI Team,UCI Cat,Age,Price,Score
2014,1349.0,Gang Xu,CHN,LAM,WT,30.0,1.0,0.0
2015,1349.0,Gang Xu,CHN,LAM,WT,31.0,1.0,0.0
2016,1349.0,Gang Xu,CHN,LAM,WT,32.0,1.0,0.0
2012,1350.0,Georg Preidler,AUT,TT1,PROF,22.0,1.0,50.0
2013,1350.0,Georg Preidler,AUT,ARG,WT,23.0,1.0,110.0
2014,1350.0,Georg Preidler,AUT,GIA,WT,24.0,2.0,30.0
2015,1350.0,Georg Preidler,AUT,TGA,WT,25.0,1.0,145.0
2016,1350.0,Georg Preidler,AUT,TGA,WT,26.0,2.0,105.0
2017,1350.0,Georg Preidler,AUT,SUN,WT,27.0,2.0,100.0
2018,1350.0,Georg Preidler,AUT,FDJ,WT,28.0,1.0,280.0
2019,1350.0,Georg Preidler,AUT,GFC,WT,29.0,2.0,0.0
2020,1350.0,Georg Preidler,AUT,SSS,CONT,30.0,1.0,0.0
2012,1351.0,George Bennett,NZL,RNT,WT,22.0,1.0,0.0
2013,1351.0,George Bennett,NZL,RLT,WT,23.0,1.0,30.0
2014,1351.0,George Bennett,NZL,CAN,WT,24.0,1.0,20.0
2015,1351.0,George Bennett,NZL,TLJ,WT,25.0,1.0,24.0
2016,1351.0,George Bennett,NZL,TLJ,WT,26.0,1.0,350.0
2017,1351.0,George Bennett,NZL,TLJ,WT,27.0,6.0,551.0
2018,1351.0,George Bennett,NZL,TLJ,WT,28.0,6.0,885.0
2019,1351.0,George Bennett,NZL,TJV,WT,29.0,10.0,310.0
2020,1351.0,George Bennett,NZL,TJV,WT,30.0,6.0,0.0
2012,1352.0,Gianfranco Visconti,ITA,UNA,PROF,29.0,1.0,20.0
2013,1352.0,Gianfranco Visconti,ITA,XYZ,,30.0,1.0,0.0
2014,1352.0,Gianfranco Visconti,ITA,UNA,CONT,31.0,1.0,0.0
2015,1352.0,Gianfranco Visconti,ITA,GMC,CONT,32.0,1.0,0.0
2016,1352.0,Gianfranco Visconti,ITA,GMC,CONT,33.0,1.0,0.0
2017,1352.0,Gianfranco Visconti,ITA,XYZ,,34.0,1.0,0.0
2018,1352.0,Gianfranco Visconti,ITA,XYZ,,35.0,1.0,0.0
2012,1353.0,Gijs Van Hoecke,BEL,TSV,PROF,21.0,1.0,0.0
2013,1353.0,Gijs Van Hoecke,BEL,TSV,PROF,22.0,1.0,0.0
2014,1353.0,Gijs Van Hoecke,BEL,TSV,PROF,23.0,1.0,0.0
2015,1353.0,Gijs Van Hoecke,BEL,TSV,PROF,24.0,1.0,10.0
2016,1353.0,Gijs Van Hoecke,BEL,TSV,PROF,25.0,1.0,80.0
2017,1353.0,Gijs Van Hoecke,BEL,TLJ,WT,26.0,1.0,35.0
2018,1353.0,Gijs Van Hoecke,BEL,TLJ,WT,27.0,1.0,24.0
2019,1353.0,Gijs Van Hoecke,BEL,CPT,WT,28.0,1.0,88.0
2020,1353.0,Gijs Van Hoecke,BEL,CCC,WT,29.0,1.0,0.0
2012,1354.0,Gilles Devillers,BEL,LAN,PROF,27.0,1.0,0.0
2013,1354.0,Gilles Devillers,BEL,CRE,PROF,28.0,1.0,0.0
2014,1354.0,Gilles Devillers,BEL,VER,CONT,29.0,1.0,0.0
2012,1355.0,Hernani Broco,POR,CJR,PROF,31.0,1.0,0.0
2013,1355.0,Hernani Broco,POR,EFG,CONT,32.0,1.0,0.0
2014,1355.0,Hernani Broco,POR,XYZ,,33.0,0.0,0.0
2015,1355.0,Hernani Broco,POR,LAA,CONT,34.0,1.0,0.0
2016,1355.0,Hernani Broco,POR,LAA,CONT,35.0,1.0,0.0
2012,1356.0,Ivan Kovalev,RUS,RVL,PROF,26.0,1.0,0.0
2013,1356.0,Ivan Kovalev,RUS,RVL,PROF,27.0,1.0,0.0
2014,1356.0,Ivan Kovalev,RUS,HCL,CONT,28.0,1.0,0.0
2012,1357.0,Ivan Savitsky,RUS,RVL,PROF,20.0,1.0,0.0
2013,1357.0,Ivan Savitsky,RUS,RVL,PROF,21.0,1.0,0.0
2014,1357.0,Ivan Savitsky,RUS,HCL,CONT,22.0,1.0,0.0
2015,1357.0,Ivan Savitsky,RUS,XYZ,,23.0,0.0,0.0
2016,1357.0,Ivan Savitsky,RUS,GAZ,PROF,24.0,1.0,4.0
2017,1357.0,Ivan Savitsky,RUS,GAZ,PROF,25.0,1.0,25.0
2018,1357.0,Ivan Savitsky,RUS,GAZ,PROF,26.0,1.0,0.0
2012,1358.0,Jaan Kirsipuu,EST,CSS,PROF,43.0,1.0,0.0
2012,1359.0,Jacob Rathe,USA,GRS,WT,21.0,1.0,0.0
2013,1359.0,Jacob Rathe,USA,GRS,WT,22.0,1.0,0.0
2014,1359.0,Jacob Rathe,USA,JBC,CONT,23.0,1.0,0.0
2015,1359.0,Jacob Rathe,USA,JBC,CONT,24.0,1.0,0.0
2016,1359.0,Jacob Rathe,USA,JBC,CONT,25.0,1.0,0.0
2017,1359.0,Jacob Rathe,USA,JBC,CONT,26.0,1.0,0.0
2018,1359.0,Jacob Rathe,USA,XYZ,,27.0,1.0,0.0
2019,1359.0,Jacob Rathe,USA,XYZ,,28.0,1.0,0.0
2012,1360.0,Javier Chacon,ESP,ACG,PROF,27.0,1.0,20.0
2013,1360.0,Javier Chacon,ESP,ACG,CONT,28.0,1.0,0.0
2014,1360.0,Javier Chacon,ESP,KMP,CONT,29.0,1.0,0.0
2015,1360.0,Javier Chacon,ESP,KMP,CONT,30.0,1.0,0.0
2012,1361.0,Javier Gonzalez,COL,COL,PROF,33.0,1.0,0.0
2013,1361.0,Javier Gonzalez,COL,XYZ,,34.0,1.0,0.0
2014,1361.0,Javier Gonzalez,COL,XYZ,,35.0,1.0,0.0
2012,1362.0,Jeffry Romero,COL,COL,PROF,23.0,1.0,0.0
2013,1362.0,Jeffry Romero,COL,COL,PROF,24.0,1.0,0.0
2014,1362.0,Jeffry Romero,COL,COL,PROF,25.0,1.0,40.0
2015,1362.0,Jeffry Romero,COL,XYZ,,26.0,1.0,0.0
2016,1362.0,Jeffry Romero,COL,BRC,CONT,27.0,1.0,0.0
2017,1362.0,Jeffry Romero,COL,XYZ,,28.0,1.0,0.0
2018,1362.0,Jeffry Romero,COL,XYZ,,29.0,1.0,0.0
2012,1363.0,Joeri Bueken,BEL,LAN,PROF,21.0,1.0,0.0
2013,1363.0,Joeri Bueken,BEL,CRE,PROF,22.0,1.0,0.0
2014,1363.0,Joeri Bueken,BEL,PCW,CONT,23.0,1.0,0.0
2012,1364.0,Joey Rosskopf,USA,TT1,PROF,23.0,1.0,0.0
2013,1364.0,Joey Rosskopf,USA,HSD,CONT,24.0,1.0,0.0
2014,1364.0,Joey Rosskopf,USA,HSD,CONT,25.0,1.0,70.0
2015,1364.0,Joey Rosskopf,USA,BMC,WT,26.0,1.0,26.0
2016,1364.0,Joey Rosskopf,USA,BMC,WT,27.0,1.0,320.0
2017,1364.0,Joey Rosskopf,USA,BMC,WT,28.0,6.0,190.0
2018,1364.0,Joey Rosskopf,USA,BMC,WT,29.0,2.0,215.0
2019,1364.0,Joey Rosskopf,USA,CPT,WT,30.0,2.0,0.0
2020,1364.0,Joey Rosskopf,USA,CCC,WT,31.0,1.0,0.0
2012,1365.0,Jonathan Cantwell,AUS,STB,WT,30.0,1.0,30.0
2013,1365.0,Jonathan Cantwell,AUS,TST,WT,31.0,1.0,190.0
2014,1365.0,Jonathan Cantwell,AUS,DPC,PROF,32.0,2.0,0.0
2015,1365.0,Jonathan Cantwell,AUS,XYZ,,33.0,1.0,0.0
2012,1366.0,Jordi Simon,ESP,ACG,PROF,22.0,1.0,0.0
2013,1366.0,Jordi Simon,ESP,ACG,CONT,23.0,1.0,0.0
2014,1366.0,Jordi Simon,ESP,ECU,CONT,24.0,1.0,0.0
2015,1366.0,Jordi Simon,ESP,ECU,CONT,25.0,1.0,0.0
2016,1366.0,Jordi Simon,ESP,VAT,PROF,26.0,1.0,0.0
2017,1366.0,Jordi Simon,ESP,SOU,PROF,27.0,1.0,0.0
2018,1366.0,Jordi Simon,ESP,BBH,PROF,28.0,1.0,40.0
2019,1366.0,Jordi Simon,ESP,XYZ,,29.0,1.0,0.0
2012,1367.0,Joris Boillat,SUI,CSS,PROF,29.0,1.0,0.0
2013,1367.0,Joris Boillat,SUI,XYZ,,30.0,1.0,0.0
2014,1367.0,Joris Boillat,SUI,XYZ,,31.0,1.0,0.0
2012,1368.0,Jose Aguilar,ESP,ACG,PROF,26.0,1.0,0.0
2013,1368.0,Jose Aguilar,ESP,ACG,CONT,27.0,1.0,0.0
2014,1368.0,Jose Aguilar,ESP,CPR,CONT,28.0,1.0,0.0
2012,1369.0,Julien Antomarchi,FRA,TT1,PROF,28.0,1.0,0.0
2013,1369.0,Julien Antomarchi,FRA,LPM,CONT,29.0,1.0,0.0
2014,1369.0,Julien Antomarchi,FRA,LPM,,30.0,1.0,0.0
2015,1369.0,Julien Antomarchi,FRA,RLM,CONT,31.0,1.0,60.0
2016,1369.0,Julien Antomarchi,FRA,RLM,CONT,32.0,1.0,0.0
2017,1369.0,Julien Antomarchi,FRA,RLM,CONT,33.0,1.0,30.0
2018,1369.0,Julien Antomarchi,FRA,RLM,CONT,34.0,1.0,90.0
2019,1369.0,Julien Antomarchi,FRA,NRL,CONT,35.0,1.0,20.0
2020,1369.0,Julien Antomarchi,FRA,NRL,CONT,36.0,1.0,0.0
2012,1370.0,Jun Kiang,CHN,CSS,PROF,23.0,1.0,0.0
2013,1370.0,Jun Kiang,CHN,CSS,PROF,24.0,1.0,0.0
2014,1370.0,Jun Kiang,CHN,XYZ,,25.0,1.0,0.0
2012,1371.0,Karol Domagalski,POL,CJR,PROF,23.0,1.0,0.0
2013,1371.0,Karol Domagalski,POL,CJR,PROF,24.0,1.0,40.0
2014,1371.0,Karol Domagalski,POL,CJR,PROF,25.0,1.0,0.0
2015,1371.0,Karol Domagalski,POL,RAL,CONT,26.0,1.0,0.0
2016,1371.0,Karol Domagalski,POL,ONE,PROF,27.0,1.0,50.0
2017,1371.0,Karol Domagalski,POL,ONE,CONT,28.0,1.0,0.0
2018,1371.0,Karol Domagalski,POL,ONE,CONT,29.0,1.0,0.0
2019,1371.0,Karol Domagalski,POL,THU,CONT,30.0,1.0,0.0
2020,1371.0,Karol Domagalski,POL,MAZ,CONT,31.0,1.0,0.0
2012,1372.0,Kenny Elissonde,FRA,FDJ,WT,21.0,1.0,0.0
2013,1372.0,Kenny Elissonde,FRA,FDJ,WT,22.0,1.0,80.0
2014,1372.0,Kenny Elissonde,FRA,FDJ,WT,23.0,2.0,40.0
2015,1372.0,Kenny Elissonde,FRA,FDJ,WT,24.0,1.0,115.0
2016,1372.0,Kenny Elissonde,FRA,FDJ,WT,25.0,2.0,235.0
2017,1372.0,Kenny Elissonde,FRA,SKY,WT,26.0,4.0,100.0
2018,1372.0,Kenny Elissonde,FRA,SKY,WT,27.0,1.0,120.0
2019,1372.0,Kenny Elissonde,FRA,SKY,WT,28.0,1.0,18.0
2020,1372.0,Kenny Elissonde,FRA,TFS,WT,29.0,1.0,0.0
2012,1373.0,Kevin Claeys,BEL,LAN,PROF,24.0,1.0,0.0
2013,1373.0,Kevin Claeys,BEL,CRE,PROF,25.0,1.0,0.0
2014,1373.0,Kevin Claeys,BEL,SKT,CONT,26.0,1.0,0.0
2015,1373.0,Kevin Claeys,BEL,CSH,CONT,27.0,1.0,0.0
2012,1374.0,Kevin De Jonghe,BEL,TSV,PROF,21.0,1.0,0.0
2013,1374.0,Kevin De Jonghe,BEL,TSV,PROF,22.0,1.0,0.0
2014,1374.0,Kevin De Jonghe,BEL,TSV,PROF,23.0,1.0,0.0
2015,1374.0,Kevin De Jonghe,BEL,CIB,CONT,24.0,1.0,0.0
2016,1374.0,Kevin De Jonghe,BEL,CIB,CONT,25.0,1.0,0.0
2017,1374.0,Kevin De Jonghe,BEL,CIB,CONT,26.0,1.0,0.0
2018,1374.0,Kevin De Jonghe,BEL,TIS,CONT,27.0,1.0,0.0
2019,1374.0,Kevin De Jonghe,BEL,XYZ,,28.0,1.0,0.0
2012,1375.0,Kin San Wu,HKG,CSS,PROF,27.0,1.0,0.0
2013,1375.0,Kin San Wu,HKG,CSS,PROF,28.0,1.0,0.0
2014,1375.0,Kin San Wu,HKG,XYZ,,29.0,1.0,0.0
2012,1376.0,Leonid Krasnov,RUS,RVL,PROF,24.0,1.0,0.0
2013,1376.0,Leonid Krasnov,RUS,RVL,PROF,25.0,1.0,0.0
2014,1376.0,Leonid Krasnov,RUS,RVL,PROF,26.0,1.0,30.0
2015,1376.0,Leonid Krasnov,RUS,XYZ,,27.0,1.0,0.0
2012,1377.0,Luke Durbridge,AUS,OGE,WT,21.0,1.0,374.0
2013,1377.0,Luke Durbridge,AUS,OGE,WT,22.0,12.0,125.0
2014,1377.0,Luke Durbridge,AUS,OGE,WT,23.0,6.0,216.0
2015,1377.0,Luke Durbridge,AUS,OGE,WT,24.0,4.0,165.0
2016,1377.0,Luke Durbridge,AUS,OGE,WT,25.0,6.0,155.0
2017,1377.0,Luke Durbridge,AUS,ORS,WT,26.0,2.0,695.0
2018,1377.0,Luke Durbridge,AUS,MTS,WT,27.0,6.0,104.0
2019,1377.0,Luke Durbridge,AUS,MTS,WT,28.0,2.0,85.0
2020,1377.0,Luke Durbridge,AUS,MTS,WT,29.0,2.0,0.0
2012,1378.0,Luke Rowe,GBR,SKY,WT,22.0,1.0,40.0
2013,1378.0,Luke Rowe,GBR,SKY,WT,23.0,1.0,4.0
2014,1378.0,Luke Rowe,GBR,SKY,WT,24.0,1.0,60.0
2015,1378.0,Luke Rowe,GBR,SKY,WT,25.0,1.0,328.0
2016,1378.0,Luke Rowe,GBR,SKY,WT,26.0,4.0,445.0
2017,1378.0,Luke Rowe,GBR,SKY,WT,27.0,6.0,315.0
2018,1378.0,Luke Rowe,GBR,SKY,WT,28.0,2.0,41.0
2019,1378.0,Luke Rowe,GBR,SKY,WT,29.0,1.0,128.0
2020,1378.0,Luke Rowe,GBR,INS,WT,30.0,1.0,0.0
2012,1379.0,Marco Canola,ITA,COG,PROF,24.0,1.0,10.0
2013,1379.0,Marco Canola,ITA,BAR,PROF,25.0,1.0,0.0
2014,1379.0,Marco Canola,ITA,BAR,PROF,26.0,1.0,170.0
2015,1379.0,Marco Canola,ITA,UHC,PROF,27.0,2.0,0.0
2016,1379.0,Marco Canola,ITA,UHC,PROF,28.0,1.0,0.0
2017,1379.0,Marco Canola,ITA,NIP,PROF,29.0,1.0,611.0
2018,1379.0,Marco Canola,ITA,NIP,PROF,30.0,6.0,545.0
2019,1379.0,Marco Canola,ITA,NIP,PROF,31.0,4.0,55.0
2020,1379.0,Marco Canola,ITA,GAZ,PROF,32.0,1.0,0.0
2012,1380.0,Marco Coledan,ITA,COG,PROF,24.0,1.0,0.0
2013,1380.0,Marco Coledan,ITA,BAR,PROF,25.0,1.0,0.0
2014,1380.0,Marco Coledan,ITA,BAR,PROF,26.0,1.0,0.0
2015,1380.0,Marco Coledan,ITA,TFR,WT,27.0,1.0,28.0
2016,1380.0,Marco Coledan,ITA,TFS,WT,28.0,1.0,0.0
2017,1380.0,Marco Coledan,ITA,TFS,WT,29.0,1.0,16.0
2018,1380.0,Marco Coledan,ITA,WIL,PROF,30.0,1.0,0.0
2012,1381.0,Marco Zanotti,ITA,UNA,PROF,24.0,1.0,0.0
2013,1381.0,Marco Zanotti,ITA,UNA,CONT,25.0,1.0,0.0
2014,1381.0,Marco Zanotti,ITA,PVC,CONT,26.0,1.0,0.0
2015,1381.0,Marco Zanotti,ITA,PVC,CONT,27.0,1.0,0.0
2016,1381.0,Marco Zanotti,ITA,PVC,CONT,28.0,1.0,30.0
2017,1381.0,Marco Zanotti,ITA,MCT,CONT,29.0,1.0,0.0
2018,1381.0,Marco Zanotti,ITA,XYZ,,30.0,1.0,0.0
2019,1381.0,Marco Zanotti,ITA,XYZ,,31.0,1.0,0.0
2012,1382.0,Marko Haller,AUT,KAT,WT,21.0,1.0,40.0
2013,1382.0,Marko Haller,AUT,KAT,WT,22.0,1.0,0.0
2014,1382.0,Marko Haller,AUT,KAT,WT,23.0,1.0,60.0
2015,1382.0,Marko Haller,AUT,KAT,WT,24.0,1.0,380.0
2016,1382.0,Marko Haller,AUT,KAT,WT,25.0,4.0,10.0
2017,1382.0,Marko Haller,AUT,KAT,WT,26.0,1.0,0.0
2018,1382.0,Marko Haller,AUT,TKA,WT,27.0,1.0,70.0
2019,1382.0,Marko Haller,AUT,TKA,WT,28.0,1.0,254.0
2020,1382.0,Marko Haller,AUT,TBM,WT,29.0,2.0,0.0
2012,1383.0,Mart Ojavee,EST,CSS,PROF,31.0,1.0,0.0
2013,1383.0,Mart Ojavee,EST,CSS,PROF,32.0,1.0,0.0
2014,1383.0,Mart Ojavee,EST,XYZ,,33.0,1.0,0.0
2012,1384.0,Mathias Friedmann,GER,CSS,PROF,28.0,1.0,0.0
2013,1384.0,Mathias Friedmann,GER,CSS,PROF,29.0,1.0,20.0
2014,1384.0,Mathias Friedmann,GER,XYZ,,30.0,1.0,0.0
2015,1384.0,Mathias Friedmann,GER,XYZ,,31.0,1.0,0.0
2012,1385.0,Matteo Trentin,ITA,OPQ,WT,23.0,1.0,60.0
2013,1385.0,Matteo Trentin,ITA,OPQ,WT,24.0,2.0,110.0
2014,1385.0,Matteo Trentin,ITA,OPQ,WT,25.0,2.0,335.0
2015,1385.0,Matteo Trentin,ITA,EQS,WT,26.0,8.0,870.0
2016,1385.0,Matteo Trentin,ITA,EQS,WT,27.0,16.0,880.0
2017,1385.0,Matteo Trentin,ITA,QST,WT,28.0,14.0,1778.0
2018,1385.0,Matteo Trentin,ITA,MTS,WT,29.0,28.0,848.0
2019,1385.0,Matteo Trentin,ITA,MTS,WT,30.0,10.0,1713.0
2020,1385.0,Matteo Trentin,ITA,CCC,WT,31.0,22.0,0.0
2012,1386.0,Matvey Zubov,RUS,RVL,PROF,21.0,1.0,0.0
2013,1386.0,Matvey Zubov,RUS,TIK,CONT,22.0,1.0,0.0
2014,1386.0,Matvey Zubov,RUS,TIK,CONT,23.0,1.0,0.0
2012,1387.0,Michael Hepburn,AUS,OGE,WT,21.0,1.0,0.0
2013,1387.0,Michael Hepburn,AUS,OGE,WT,22.0,1.0,60.0
2014,1387.0,Michael Hepburn,AUS,OGE,WT,23.0,2.0,65.0
2015,1387.0,Michael Hepburn,AUS,OGE,WT,24.0,1.0,125.0
2016,1387.0,Michael Hepburn,AUS,OGE,WT,25.0,2.0,55.0
2017,1387.0,Michael Hepburn,AUS,ORS,WT,26.0,1.0,75.0
2018,1387.0,Michael Hepburn,AUS,MTS,WT,27.0,1.0,104.0
2019,1387.0,Michael Hepburn,AUS,MTS,WT,28.0,1.0,47.0
2020,1387.0,Michael Hepburn,AUS,MTS,WT,29.0,1.0,0.0
2012,1388.0,Michael Rodriguez,COL,COL,PROF,23.0,1.0,0.0
2013,1388.0,Michael Rodriguez,COL,COL,PROF,24.0,1.0,10.0
2014,1388.0,Michael Rodriguez,COL,XYZ,,25.0,1.0,0.0
2015,1388.0,Michael Rodriguez,COL,XYZ,,26.0,1.0,0.0
2016,1388.0,Michael Rodriguez,COL,BRC,CONT,27.0,1.0,0.0
2017,1388.0,Michael Rodriguez,COL,XYZ,,28.0,1.0,0.0
2018,1388.0,Michael Rodriguez,COL,XYZ,,29.0,1.0,0.0
2019,1388.0,Michael Rodriguez,COL,XYZ,,30.0,1.0,0.0
2012,1389.0,Moreno Moser,ITA,LIQ,WT,22.0,1.0,699.0
2013,1389.0,Moreno Moser,ITA,CAN,WT,23.0,14.0,455.0
2014,1389.0,Moreno Moser,ITA,CAN,WT,24.0,10.0,0.0
2015,1389.0,Moreno Moser,ITA,TCG,WT,25.0,4.0,201.0
2016,1389.0,Moreno Moser,ITA,CPT,WT,26.0,4.0,380.0
2017,1389.0,Moreno Moser,ITA,AST,WT,27.0,6.0,0.0
2018,1389.0,Moreno Moser,ITA,AST,WT,28.0,1.0,0.0
2019,1389.0,Moreno Moser,ITA,NIP,PROF,29.0,1.0,0.0
2012,1390.0,Muhamad Othman,MAS,CSS,PROF,21.0,1.0,0.0
2013,1390.0,Muhamad Othman,MAS,CSS,PROF,22.0,1.0,0.0
2014,1390.0,Muhamad Othman,MAS,TSG,CONT,23.0,1.0,0.0
2012,1391.0,Nathan Haas,AUS,GRS,WT,23.0,1.0,135.0
2013,1391.0,Nathan Haas,AUS,GRS,WT,24.0,2.0,0.0
2014,1391.0,Nathan Haas,AUS,GRS,WT,25.0,2.0,150.0
2015,1391.0,Nathan Haas,AUS,TCG,WT,26.0,4.0,130.0
2016,1391.0,Nathan Haas,AUS,DDD,WT,27.0,2.0,330.0
2017,1391.0,Nathan Haas,AUS,DDD,WT,28.0,6.0,220.0
2018,1391.0,Nathan Haas,AUS,TKA,WT,29.0,2.0,373.0
2019,1391.0,Nathan Haas,AUS,TKA,WT,30.0,2.0,0.0
2020,1391.0,Nathan Haas,AUS,COF,WT,31.0,1.0,0.0
2012,1392.0,Nicola Boem,ITA,COG,PROF,23.0,1.0,0.0
2013,1392.0,Nicola Boem,ITA,BAR,PROF,24.0,1.0,0.0
2014,1392.0,Nicola Boem,ITA,BAR,PROF,25.0,1.0,25.0
2015,1392.0,Nicola Boem,ITA,BAR,PROF,26.0,1.0,130.0
2016,1392.0,Nicola Boem,ITA,BAR,PROF,27.0,2.0,0.0
2017,1392.0,Nicola Boem,ITA,BRD,PROF,28.0,1.0,0.0
2018,1392.0,Nicola Boem,ITA,XYZ,,29.0,1.0,0.0
2012,1393.0,Pengda Jiao,CHN,CSS,PROF,26.0,1.0,0.0
2013,1393.0,Pengda Jiao,CHN,CSS,PROF,27.0,1.0,0.0
2014,1393.0,Pengda Jiao,CHN,XYZ,,28.0,1.0,0.0
2015,1393.0,Pengda Jiao,CHN,QCT,CONT,29.0,1.0,0.0
2016,1393.0,Pengda Jiao,CHN,XYZ,,30.0,1.0,0.0
2017,1393.0,Pengda Jiao,CHN,XYZ,,31.0,1.0,0.0
2012,1394.0,Rafael Andriato,BRA,FAR,PROF,25.0,1.0,0.0
2013,1394.0,Rafael Andriato,BRA,VIN,PROF,26.0,1.0,0.0
2014,1394.0,Rafael Andriato,BRA,YEL,PROF,27.0,1.0,100.0
2015,1394.0,Rafael Andriato,BRA,YEL,PROF,28.0,2.0,0.0
2016,1394.0,Rafael Andriato,BRA,XYZ,,29.0,1.0,0.0
2017,1394.0,Rafael Andriato,BRA,WIL,PROF,30.0,1.0,0.0
2018,1394.0,Rafael Andriato,BRA,XYZ,,31.0,1.0,0.0
2019,1394.0,Rafael Andriato,BRA,XYZ,,32.0,1.0,0.0
2012,1395.0,Ramon Sinkeldam,NED,ARG,PROF,23.0,1.0,40.0
2013,1395.0,Ramon Sinkeldam,NED,ARG,WT,24.0,1.0,150.0
2014,1395.0,Ramon Sinkeldam,NED,GIA,WT,25.0,2.0,255.0
2015,1395.0,Ramon Sinkeldam,NED,TGA,WT,26.0,6.0,385.0
2016,1395.0,Ramon Sinkeldam,NED,TGA,WT,27.0,4.0,95.0
2017,1395.0,Ramon Sinkeldam,NED,SUN,WT,28.0,2.0,213.0
2018,1395.0,Ramon Sinkeldam,NED,FDJ,WT,29.0,2.0,100.0
2019,1395.0,Ramon Sinkeldam,NED,GFC,WT,30.0,1.0,0.0
2020,1395.0,Ramon Sinkeldam,NED,GFC,WT,31.0,1.0,0.0
2012,1396.0,Ran Margaliot,ISR,STB,WT,24.0,1.0,0.0
2013,1396.0,Ran Margaliot,ISR,XYZ,,25.0,1.0,0.0
2014,1396.0,Ran Margaliot,ISR,XYZ,,26.0,1.0,0.0
2012,1397.0,Raymond Kreder,NED,GRS,WT,23.0,1.0,50.0
2013,1397.0,Raymond Kreder,NED,GRS,WT,24.0,1.0,30.0
2014,1397.0,Raymond Kreder,NED,GRS,WT,25.0,1.0,145.0
2015,1397.0,Raymond Kreder,NED,ROO,PROF,26.0,1.0,200.0
2016,1397.0,Raymond Kreder,NED,ROP,PROF,27.0,4.0,190.0
2017,1397.0,Raymond Kreder,NED,RNL,PROF,28.0,2.0,0.0
2018,1397.0,Raymond Kreder,NED,UKO,CONT,29.0,1.0,0.0
2019,1397.0,Raymond Kreder,NED,UKO,CONT,30.0,1.0,0.0
2020,1397.0,Raymond Kreder,NED,UKO,CONT,31.0,1.0,0.0
2012,1398.0,Raymond Künzli,SUI,SPI,PROF,28.0,1.0,0.0
2013,1398.0,Raymond Künzli,SUI,XYZ,,29.0,1.0,0.0
2014,1398.0,Raymond Künzli,SUI,XYZ,,30.0,1.0,0.0
2012,1399.0,Romain Bardet,FRA,ALM,WT,22.0,1.0,15.0
2013,1399.0,Romain Bardet,FRA,ALM,WT,23.0,1.0,350.0
2014,1399.0,Romain Bardet,FRA,ALM,WT,24.0,10.0,1415.0
2015,1399.0,Romain Bardet,FRA,ALM,WT,25.0,24.0,1180.0
2016,1399.0,Romain Bardet,FRA,ALM,WT,26.0,20.0,1777.0
2017,1399.0,Romain Bardet,FRA,ALM,WT,27.0,24.0,1165.0
2018,1399.0,Romain Bardet,FRA,ALM,WT,28.0,22.0,2100.0
2019,1399.0,Romain Bardet,FRA,ALM,WT,29.0,24.0,650.0
2020,1399.0,Romain Bardet,FRA,ALM,WT,30.0,16.0,0.0
2012,1400.0,Roman Osuna,ESP,ACG,PROF,23.0,1.0,0.0
2013,1400.0,Roman Osuna,ESP,ACG,CONT,24.0,1.0,0.0
2014,1400.0,Roman Osuna,ESP,XYZ,,25.0,1.0,0.0
2012,1401.0,Rudy Molard,FRA,COF,PROF,23.0,1.0,0.0
2013,1401.0,Rudy Molard,FRA,COF,PROF,24.0,1.0,0.0
2014,1401.0,Rudy Molard,FRA,COF,PROF,25.0,1.0,165.0
2015,1401.0,Rudy Molard,FRA,COF,PROF,26.0,2.0,350.0
2016,1401.0,Rudy Molard,FRA,COF,PROF,27.0,4.0,30.0
2017,1401.0,Rudy Molard,FRA,FDJ,WT,28.0,1.0,120.0
2018,1401.0,Rudy Molard,FRA,FDJ,WT,29.0,1.0,365.0
2019,1401.0,Rudy Molard,FRA,GFC,WT,30.0,2.0,350.0
2020,1401.0,Rudy Molard,FRA,GFC,WT,31.0,2.0,0.0
2012,1402.0,Salvatore Puccio,ITA,SKY,WT,23.0,1.0,10.0
2013,1402.0,Salvatore Puccio,ITA,SKY,WT,24.0,1.0,66.0
2014,1402.0,Salvatore Puccio,ITA,SKY,WT,25.0,2.0,224.0
2015,1402.0,Salvatore Puccio,ITA,SKY,WT,26.0,4.0,155.0
2016,1402.0,Salvatore Puccio,ITA,SKY,WT,27.0,2.0,60.0
2017,1402.0,Salvatore Puccio,ITA,SKY,WT,28.0,1.0,4.0
2018,1402.0,Salvatore Puccio,ITA,SKY,WT,29.0,1.0,2.0
2019,1402.0,Salvatore Puccio,ITA,SKY,WT,30.0,1.0,0.0
2020,1402.0,Salvatore Puccio,ITA,INS,WT,31.0,1.0,0.0
2012,1403.0,Sander Cordeel,BEL,LTB,WT,25.0,1.0,0.0
2013,1403.0,Sander Cordeel,BEL,LTB,WT,26.0,1.0,0.0
2014,1403.0,Sander Cordeel,BEL,VGS,CONT,27.0,1.0,0.0
2015,1403.0,Sander Cordeel,BEL,VGS,CONT,28.0,1.0,10.0
2016,1403.0,Sander Cordeel,BEL,VWT,CONT,29.0,1.0,20.0
2017,1403.0,Sander Cordeel,BEL,VWC,PROF,30.0,1.0,0.0
2012,1404.0,Sergey Firsanov,RUS,RVL,PROF,30.0,1.0,152.0
2013,1404.0,Sergey Firsanov,RUS,RVL,PROF,31.0,2.0,10.0
