	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price  ↓ 	Prev 	Score 	
610. 	NED 	TFS 	WT 	Koen de Kort 	1982 	1 	6 	0 	[+]
611. 	ESP 	MOV 	WT 	Sebastian Mora 	1998 	1 	6 	0 	[+]
612. 	ESP 	CJR 	PROF 	Joel Nicolau 	1997 	1 	6 	0 	[+]
613. 	COL 	XYZ 		Ruben Acosta 	1996 	1 	3 	0 	[+]
614. 	ITA 	FOR 	PROF 	Joan Bou 	1997 	1 	3 	0 	[+]
615. 	FRA 	TDE 	PROF 	Jérôme Cousin 	1989 	1 	3 	0 	[+]
616. 	AUS 	DHB 	CONT 	Brenton Jones 	1991 	1 	3 	0 	[+]
617. 	POL 	XYZ 		Przemyslaw Kasperkiewicz 	1994 	1 	3 	0 	[+]
618. 	FRA 	NRL 	CONT 	Jeremy Leveau 	1992 	1 	3 	0 	[+]
619. 	ITA 	BCF 	PROF 	Giovanni Lonardi 	1996 	1 	3 	0 	[+]
620. 	FRA 	GFC 	WT 	Romain Seigle 	1994 	1 	3 	0 	[+]
621. 	USA 	TSL 	CONT 	Jonny Brown 	1997 	1 	2 	0 	[+]
622. 	POR 	HBA 	CONT 	Andre Carvahalo 	1997 	1 	2 	0 	[+]
623. 	POL 	BOH 	WT 	Pawel Poljanski 	1990 	1 	2 	0 	[+]
624. 	GER 	TBM 	WT 	Marcel Sieberg 	1982 	1 	2 	0 	[+]
625. 	CZE 	CPK 	CONT 	Karel Vacek 	2000 	1 	2 	0 	[+]
626. 	USA 	HBA 	CONT 	Kevin Vermaerke 	2000 	1 	2 	0 	[+]
627. 	NOR 	RIW 	PROF 	Kristian Aasvold 	1995 	1 	0 	0 	[+]
628. 	NOR 	UXT 	PROF 	Jonas Abrahamsen 	1995 	1 	0 	0 	[+]
629. 	COL 	XYZ 		Janier Acevedo 	1984 	1 	0 	0 	[+]
630. 	ITA 	XYZ 		Valerio Agnoli 	1985 	1 	0 	0 	[+]
631. 	COL 	CTA 	CONT 	Hernan Aguirre 	1995 	1 	0 	0 	[+]
632. 	ESP 	W52 	CONT 	Raul Alarcon 	1986 	1 	0 	0 	[+]
633. 	COL 	MOV 	WT 	Juan Diego Alba 	1997 	1 	0 	0 	[+]
634. 	ITA 	BCF 	PROF 	Vincenzo Albanese 	1996 	1 	0 	0 	[+]
635. 	ESP 	FOR 	PROF 	Mikel Alonso 	1996 	1 	0 	0 	[+]
636. 	COL 	XYZ 		Carlos Alzate 	1983 	1 	0 	0 	[+]
637. 	COL 	SSS 	CONT 	Juan Jose Amador 	1998 	1 	0 	0 	[+]
638. 	ESP 	CJR 	PROF 	Julen Amezqueta 	1993 	1 	0 	0 	[+]
639. 	ERI 	ICD 	CONT 	Awet Andemeskel 	1992 	1 	0 	0 	[+]
640. 	DEN 	SUN 	WT 	Asbjorn Kragh Andersen 	1992 	1 	0 	0 	[+]
641. 	NOR 	UXT 	PROF 	Idar Andersen 	1999 	1 	0 	0 	[+]
642. 	USA 	HBA 	CONT 	Edward Anderson 	1998 	1 	0 	0 	[+]
643. 	CAN 	RLY 	PROF 	Ryan Anderson 	1987 	1 	0 	0 	[+]
644. 	ESP 	FOR 	PROF 	Antonio Angulo 	1992 	1 	0 	0 	[+]
645. 	POL 	CDT 	CONT 	Stanislaw Aniolkowski 	1997 	1 	0 	0 	[+]
646. 	ESP 	FOR 	PROF 	Jokin Aranburu 	1997 	1 	0 	0 	[+]
647. 	JPN 	TBM 	WT 	Yukiya Arashiro 	1984 	1 	0 	0 	[+]
648. 	ESP 	MOV 	WT 	Jorge Arcas 	1992 	1 	0 	0 	[+]
649. 	COL 	UAD 	WT 	Andres Camilo Ardila 	1999 	1 	0 	0 	[+]
650. 	NED 	SUN 	WT 	Thymen Arensman 	1999 	1 	0 	0 	[+]
651. 	COL 	CTA 	CONT 	Darwin Atapuma 	1988 	1 	0 	0 	[+]
652. 	ESP 	FOR 	PROF 	Ibai Azurmendi 	1996 	1 	0 	0 	[+]
653. 	SUI 	ISN 	WT 	Matteo Badilatti 	1992 	1 	0 	0 	[+]
654. 	ITA 	DQT 	WT 	Andrea Bagioli 	1999 	1 	0 	0 	[+]
655. 	ESP 	CJR 	PROF 	Aritz Bagues 	1989 	1 	0 	0 	[+]
656. 	ITA 	ANS 	PROF 	Mattia Bais 	1996 	1 	0 	0 	[+]
657. 	ESP 	FOR 	PROF 	Iker Ballarin 	1997 	1 	0 	0 	[+]
658. 	POL 	MAZ 	CONT 	Adrian Banaszek 	1993 	1 	0 	0 	[+]
659. 	POL 	MAZ 	CONT 	Norbert Banaszek 	1997 	1 	0 	0 	[+]
660. 	ITA 	XYZ 		Enrico Barbin 	1990 	1 	0 	0 	[+]
661. 	ESP 	XYZ 		Ander Barrenetxea 	1992 	1 	0 	0 	[+]
662. 	USA 	CCC 	WT 	William Barta 	1996 	1 	0 	0 	[+]
663. 	FRA 	VCB 	PROF 	Cyril Barthe 	1996 	1 	0 	0 	[+]
664. 	ITA 	THR 	PROF 	Andrea Bartolozzi 	1999 	1 	0 	0 	[+]
665. 	USA 	RLY 	PROF 	Stephen Bassett 	1995 	1 	0 	0 	[+]
666. 	ITA 	NTT 	WT 	Samuele Battistella 	1998 	1 	0 	0 	[+]
667. 	NZL 	MTS 	WT 	Jack Bauer 	1985 	1 	0 	0 	[+]
668. 	NZL 	TNN 	PROF 	Hamish Beadle 	1998 	1 	0 	0 	[+]
669. 	ITA 	THR 	PROF 	Gianmarco Begnoni 	1996 	1 	0 	0 	[+]
670. 	SUI 	TNN 	PROF 	Oliver Behringer 	1996 	1 	0 	0 	[+]
671. 	FRA 	CWG 	PROF 	Jérémy Bellicaud 	1998 	1 	0 	0 	[+]
672. 	COL 	SSS 	CONT 	Edward Beltran 	1990 	1 	0 	0 	[+]
673. 	ITA 	BCF 	PROF 	Marco Benfatto 	1988 	1 	0 	0 	[+]
674. 	FRA 	TNN 	PROF 	Mehdi Benhamouda 	1995 	1 	0 	0 	[+]
675. 	USA 	EF1 	WT 	Sean Bennett 	1996 	1 	0 	0 	[+]
676. 	FRA 	COR 	PROF 	Antoine Benoist 	1999 	1 	0 	0 	[+]
677. 	FRA 	TFS 	WT 	Julien Bernard 	1992 	1 	0 	0 	[+]
678. 	POL 	MAZ 	CONT 	Pawel Bernas 	1990 	1 	0 	0 	[+]
679. 	ESP 	KPH 	CONT 	Urko Berrade Fernandez 	1997 	1 	0 	0 	[+]
680. 	ITA 	THR 	PROF 	Liam Bertazzo 	1992 	1 	0 	0 	[+]
681. 	BEL 	SVB 	PROF 	Cédric Beullens 	1997 	1 	0 	0 	[+]
682. 	ITA 	THR 	PROF 	Mattia Bevilacqua 	1988 	1 	0 	0 	[+]
683. 	ITA 	THR 	PROF 	Simone Bevilacqua 	1997 	1 	0 	0 	[+]
684. 	ITA 	ANS 	PROF 	Alessandro Bisolti 	1985 	1 	0 	0 	[+]
685. 	ESP 	FOR 	PROF 	Mikel Bizkarra 	1989 	1 	0 	0 	[+]
686. 	NOR 	UXT 	PROF 	Erlend Blikra 	1997 	1 	0 	0 	[+]
687. 	RUS 	GAZ 	PROF 	Igor Boev 	1989 	1 	0 	0 	[+]
688. 	COL 	AST 	WT 	Hernando Bohorquez 	1992 	1 	0 	0 	[+]
689. 	CAN 	ISN 	WT 	Guillaume Boivin 	1989 	1 	0 	0 	[+]
690. 	ITA 	THR 	PROF 	Francesco Bongiorno 	1990 	1 	0 	0 	[+]
691. 	ITA 	TDE 	PROF 	Leonardo Bonifazio 	1991 	1 	0 	0 	[+]
692. 	FRA 	GFC 	WT 	William Bonnet 	1982 	1 	0 	0 	[+]
693. 	FRA 	PCB 	PROF 	Maxime Bouet 	1986 	1 	0 	0 	[+]
694. 	FRA 	XYZ 		Rayane Bouhanni 	1996 	1 	0 	0 	[+]
695. 	NED 	VLA 	CONT 	Jasper Bovenhuis 	1991 	1 	0 	0 	[+]
696. 	SLO 	ADR 	CONT 	Janez Brajkovic 	1983 	1 	0 	0 	[+]
697. 	GBR 	TNN 	PROF 	Samuel Brand 	1991 	1 	0 	0 	[+]
698. 	POR 	EFP 	CONT 	Joni Brandao 	1989 	1 	0 	0 	[+]
699. 	ESP 	FOR 	PROF 	Garikoitz Bravo 	1989 	1 	0 	0 	[+]
700. 	ITA 	AZT 	CONT 	Michael Bresciani 	1994 	1 	0 	0 	[+]
701. 	USA 	RLY 	PROF 	Nathan Brown 	1991 	1 	0 	0 	[+]
702. 	POL 	VOS 	CONT 	Piotr Brozyna 	1995 	1 	0 	0 	[+]
703. 	FRA 	GFC 	WT 	Alexys Brunel 	1998 	1 	0 	0 	[+]
704. 	USA 	XYZ 		Miguel Bryon 	1995 	1 	0 	0 	[+]
705. 	COL 	TBM 	WT 	Santiago Buitrago Sanchez 	1999 	1 	0 	0 	[+]
706. 	FRA 	TDE 	PROF 	Mathieu Burgaudeau 	1998 	1 	0 	0 	[+]
707. 	ITA 	THR 	PROF 	Matteo Busato 	1987 	1 	0 	0 	[+]
708. 	DEN 	LTS 	WT 	Rasmus Byriel Iversen 	1997 	1 	0 	0 	[+]
709. 	ESP 	BBH 	PROF 	Oscar Cabedo 	1994 	1 	0 	0 	[+]
710. 	FRA 	TDE 	PROF 	Jérémy Cabot 	1991 	1 	0 	0 	[+]
711. 	AUS 	XYZ 		Fabio Calabria 	1987 	1 	0 	0 	[+]
712. 	POR 	W52 	CONT 	Samuel Caldeira 	1985 	1 	0 	0 	[+]
713. 	COL 	CJR 	PROF 	Juan Fernando Calle 	1999 	1 	0 	0 	[+]
714. 	FRA 	VCB 	PROF 	Maxime Cam 	1992 	1 	0 	0 	[+]
715. 	POR 	W52 	CONT 	Francisco Campos 	1997 	1 	0 	0 	[+]
716. 	ESP 	BBH 	PROF 	Carlos Canal 	2001 	1 	0 	0 	[+]
717. 	COL 	SSS 	CONT 	Alex Cano 	1983 	1 	0 	0 	[+]
718. 	ESP 	BBH 	PROF 	Isaac Cantón 	1996 	1 	0 	0 	[+]
719. 	DEN 	NTT 	WT 	Michael Carbel 	1995 	1 	0 	0 	[+]
720. 	COL 	XYZ 		Julian Cardona Tabares 	1997 	1 	0 	0 	[+]
721. 	GBR 	NDP 	PROF 	Simon Carr 	1998 	1 	0 	0 	[+]
722. 	ESP 	MOV 	WT 	Hector Carretero 	1995 	1 	0 	0 	[+]
723. 	POR 	EFP 	CONT 	Antonio Carvalho 	1989 	1 	0 	0 	[+]
724. 	POR 	UIO 	CONT 	Henrique Madeira Casimiro 	1986 	1 	0 	0 	[+]
725. 	COL 	XYZ 		Jorge Camilo Castiblanco 	1988 	1 	0 	0 	[+]
726. 	MEX 	ELV 	CONT 	Ulises Alfredo Castillo 	1992 	1 	0 	0 	[+]
727. 	ESP 	KPH 	CONT 	Jaime Castrillo 	1996 	1 	0 	0 	[+]
728. 	BEL 	WVA 	PROF 	Jonas Castrique 	1997 	1 	0 	0 	[+]
729. 	CAN 	ISN 	WT 	Alexander Cataford 	1993 	1 	0 	0 	[+]
730. 	ITA 	TSC 	CONT 	Danilo Celano 	1989 	1 	0 	0 	[+]
731. 	ECU 	CJR 	PROF 	Jefferson Alveiro Cepeda 	1996 	1 	0 	0 	[+]
732. 	ECU 	ANS 	PROF 	Jefferson Alexander Cepeda 	1998 	1 	0 	0 	[+]
733. 	ESP 	W52 	CONT 	Gustavo Cesar 	1980 	1 	0 	0 	[+]
734. 	COL 	MED 	CONT 	Robinson Chalapud 	1984 	1 	0 	0 	[+]
735. 	FRA 	ALM 	WT 	Mikael Cherel 	1986 	1 	0 	0 	[+]
736. 	RUS 	GAZ 	PROF 	Sergey Chernetskiy 	1990 	1 	0 	0 	[+]
737. 	FRA 	ALM 	WT 	Clement Chevrier 	1992 	1 	0 	0 	[+]
738. 	COL 	XYZ 		Luis Carlos Chia 	1997 	1 	0 	0 	[+]
739. 	ITA 	ANS 	PROF 	Luca Chirico 	1992 	1 	0 	0 	[+]
740. 	POL 	VOS 	CONT 	Pawel Cieslik 	1986 	1 	0 	0 	[+]
741. 	IRL 	TNN 	PROF 	Stephan Clancy 	1992 	1 	0 	0 	[+]
742. 	AUS 	TSL 	CONT 	Jonathan Clarke 	1984 	1 	0 	0 	[+]
743. 	AUS 	TFS 	WT 	William Clarke 	1985 	1 	0 	0 	[+]
744. 	ITA 	ANS 	PROF 	Kevin Colleoni 	1999 	1 	0 	0 	[+]
745. 	FRA 	NDP 	PROF 	Romain Combaud 	1991 	1 	0 	0 	[+]
746. 	ITA 	ANS 	PROF 	Filippo Conca 	1998 	1 	0 	0 	[+]
747. 	COL 	AST 	WT 	Rodrigo Contreras 	1994 	1 	0 	0 	[+]
748. 	CAN 	RLY 	PROF 	Pier-André Coté 	1997 	1 	0 	0 	[+]
749. 	FRA 	VCB 	PROF 	Arnaud Courteille 	1989 	1 	0 	0 	[+]
750. 	ITA 	UAD 	WT 	Alessandro Covi 	1998 	1 	0 	0 	[+]
751. 	ITA 	BCF 	PROF 	Luca Covili 	1997 	1 	0 	0 	[+]
752. 	ESP 	FOR 	PROF 	Unai Cuadrado 	1997 	1 	0 	0 	[+]
753. 	ESP 	CJR 	PROF 	Alvaro Cuadros 	1995 	1 	0 	0 	[+]
754. 	ESP 	BBH 	PROF 	Jorge Cubero 	1992 	1 	0 	0 	[+]
755. 	GBR 	MOV 	WT 	Gabriel Cullaigh 	1996 	1 	0 	0 	[+]
756. 	GBR 	XYZ 		Michael Cuming 	1990 	1 	0 	0 	[+]
757. 	USA 	XYZ 		Andrew Dahlheim 	1988 	1 	0 	0 	[+]
758. 	CAN 	RLY 	PROF 	Matteo Dal-cin 	1991 	1 	0 	0 	[+]
759. 	ITA 	BCF 	PROF 	Nicholas Dalla Valle 	1997 	1 	0 	0 	[+]
760. 	GBR 	TBM 	WT 	Scott Davies 	1995 	1 	0 	0 	[+]
761. 	USA 	HBA 	CONT 	Cole Davis 	1999 	1 	0 	0 	[+]
762. 	BEL 	WVA 	PROF 	Sean De Bie 	1991 	1 	0 	0 	[+]
763. 	ITA 	THR 	PROF 	Matteo De Bonis 	1995 	1 	0 	0 	[+]
764. 	BEL 	CWG 	PROF 	Alfdan De Decker 	1996 	1 	0 	0 	[+]
765. 	NED 	TNN 	PROF 	Gerd de Keijzer 	1994 	1 	0 	0 	[+]
766. 	BEL 	SVB 	PROF 	Kenny De Ketele 	1985 	1 	0 	0 	[+]
767. 	ESP 	AVL 	CONT 	David De La Fuente 	1981 	1 	0 	0 	[+]
768. 	ITA 	3O3 	CONT 	Flavio De Luna Davila 	1990 	1 	0 	0 	[+]
769. 	BEL 	SVB 	PROF 	Sander De Pestel 	1998 	1 	0 	0 	[+]
770. 	BEL 	CWG 	PROF 	Jasper De Plus 	1997 	1 	0 	0 	[+]
771. 	FRA 	NDP 	PROF 	Lucas De Rossi 	1995 	1 	0 	0 	[+]
772. 	BEL 	AST 	WT 	Laurens De Vreese 	1988 	1 	0 	0 	[+]
773. 	NED 	VLA 	CONT 	Hartthijs De Vries 	1996 	1 	0 	0 	[+]
774. 	BEL 	SVB 	PROF 	Lindsay de Vylder 	1995 	1 	0 	0 	[+]
775. 	BEL 	SVB 	PROF 	Gilles De Wilde 	1999 	1 	0 	0 	[+]
776. 	BEL 	CWG 	PROF 	Ludwig De Winter 	1992 	1 	0 	0 	[+]
777. 	BEL 	NRL 	CONT 	Matthias De Witte 	1993 	1 	0 	0 	[+]
778. 	BEL 	CWG 	PROF 	Thomas Degand 	1986 	1 	0 	0 	[+]
779. 	ESP 	AVL 	CONT 	Jesus Del Pino 	1990 	1 	0 	0 	[+]
780. 	FRA 	CWG 	PROF 	Théo Delacroix 	1999 	1 	0 	0 	[+]
781. 	FRA 	GFC 	WT 	Mickael Delage 	1985 	1 	0 	0 	[+]
782. 	BEL 	SVB 	PROF 	Kevin Deltombe 	1994 	1 	0 	0 	[+]
783. 	GER 	SUN 	WT 	Nico Denz 	1994 	1 	0 	0 	[+]
784. 	BEL 	NRL 	CONT 	Tom Dernies 	1990 	1 	0 	0 	[+]
785. 	BEL 	LTS 	WT 	Stan Dewulf 	1997 	1 	0 	0 	[+]
786. 	ITA 	THR 	PROF 	Andrea di Renzo 	1995 	1 	0 	0 	[+]
787. 	ARG 	XYZ 		Daniel Diaz 	1989 	1 	0 	0 	[+]
788. 	ESP 	NDP 	PROF 	Jose Manuel Diaz Gallego 	1995 	1 	0 	0 	[+]
789. 	GBR 	LTS 	WT 	Jonathan Dibben 	1994 	1 	0 	0 	[+]
790. 	RSA 	NTT 	WT 	Nicholas Dlamini 	1995 	1 	0 	0 	[+]
791. 	POL 	MAZ 	CONT 	Karol Domagalski 	1989 	1 	0 	0 	[+]
792. 	FRA 	ALM 	WT 	Axel Domont 	1990 	1 	0 	0 	[+]
793. 	GBR 	SUN 	WT 	Mark Donovan 	1999 	1 	0 	0 	[+]
794. 	IRL 	XYZ 		Mark Downey 	1996 	1 	0 	0 	[+]
795. 	COL 	MED 	CONT 	Fabio Duarte 	1986 	1 	0 	0 	[+]
796. 	CAN 	GFC 	WT 	Antoine Duchesne 	1991 	1 	0 	0 	[+]
797. 	CRO 	SSS 	CONT 	Kristijan Durasek 	1987 	1 	0 	0 	[+]
798. 	AUS 	NTT 	WT 	Ben Dyball 	1989 	1 	0 	0 	[+]
799. 	AUS 	UKO 	CONT 	Nathan Earle 	1988 	1 	0 	0 	[+]
800. 	NED 	SUN 	WT 	Nils Eekhoff 	1998 	1 	0 	0 	[+]
801. 	DEN 	HBA 	CONT 	Jakob Egholm 	1998 	1 	0 	0 	[+]
802. 	CAN 	RLY 	PROF 	Nigel Ellsay 	1994 	1 	0 	0 	[+]
803. 	ESP 	MOV 	WT 	Iñigo Elosegui 	1998 	1 	0 	0 	[+]
804. 	NOR 	TCO 	CONT 	Stein-Erik Eriksen 	1996 	1 	0 	0 	[+]
805. 	FRA 	XYZ 		Corentin Ermenault 	1996 	1 	0 	0 	[+]
806. 	ESP 	MOV 	WT 	Imanol Erviti 	1983 	1 	0 	0 	[+]
807. 	AUS 	CWG 	PROF 	Alexander Evans 	1997 	1 	0 	0 	[+]
808. 	RUS 	XYZ 		Alexander Evtushenko 	1993 	1 	0 	0 	[+]
809. 	ESP 	BBH 	PROF 	Jesus Ezquerra 	1990 	1 	0 	0 	[+]
810. 	NOR 	COR 	PROF 	Petter Fagerhaug 	1997 	1 	0 	0 	[+]
811. 	ITA 	XYZ 		Leonardo Fedrigo 	1996 	1 	0 	0 	[+]
812. 	POR 	BBH 	PROF 	Jose Fernandes 	1995 	1 	0 	0 	[+]
813. 	ESP 	FOR 	PROF 	Ruben Fernandez 	1991 	1 	0 	0 	[+]
814. 	ESP 	NDP 	PROF 	Delio Fernandez 	1986 	1 	0 	0 	[+]
815. 	URU 	SMC 	CONT 	Fabricio Ferrari 	1985 	1 	0 	0 	[+]
816. 	POR 	W52 	CONT 	José Ferreira 	1994 	1 	0 	0 	[+]
817. 	POR 	TMN 	CONT 	Frederico Figueiredo 	1991 	1 	0 	0 	[+]
818. 	ITA 	BCF 	PROF 	Iuri Filosi 	1992 	1 	0 	0 	[+]
819. 	FRA 	COF 	WT 	Eddy Finé 	1997 	1 	0 	0 	[+]
820. 	ITA 	BCF 	PROF 	Filippo Fiorelli 	1994 	1 	0 	0 	[+]
821. 	LAT 	XYZ 		Andzs Flaksis 	1991 	1 	0 	0 	[+]
822. 	COL 	ANS 	PROF 	Miguel Eduardo Florez 	1996 	1 	0 	0 	[+]
823. 	POR 	EFP 	CONT 	Cesar Fonte 	1986 	1 	0 	0 	[+]
824. 	ITA 	XYZ 		Giuseppe Fonzi 	1991 	1 	0 	0 	[+]
825. 	ITA 	THR 	PROF 	Lorenzo Fortunato 	1996 	1 	0 	0 	[+]
826. 	POL 	VOS 	CONT 	Pawel Franczak 	1991 	1 	0 	0 	[+]
827. 	SUI 	GFC 	WT 	Kilian Frankiny 	1994 	1 	0 	0 	[+]
828. 	ITA 	THR 	PROF 	Marco Frapporti 	1985 	1 	0 	0 	[+]
829. 	ITA 	ANS 	PROF 	Mattia Frapporti 	1994 	1 	0 	0 	[+]
830. 	POR 	MIR 	CONT 	Daniel Freitas 	1991 	1 	0 	0 	[+]
831. 	SUI 	XYZ 		Gian Friesecke 	1994 	1 	0 	0 	[+]
832. 	ESP 	BBH 	PROF 	Ángel Fuentes 	1996 	1 	0 	0 	[+]
833. 	FRA 	TDE 	PROF 	Marlon Gaillard 	1996 	1 	0 	0 	[+]
834. 	AUT 	SUN 	WT 	Felix Gall 	1998 	1 	0 	0 	[+]
835. 	AUT 	BOH 	WT 	Patrick Gamper 	1997 	1 	0 	0 	[+]
836. 	ESP 	KIN 	CONT 	Marcos Garcia 	1986 	1 	0 	0 	[+]
837. 	COL 	CJR 	PROF 	Jhojan Garcia 	1998 	1 	0 	0 	[+]
838. 	FRA 	VCB 	PROF 	Adrien Garel 	1996 	1 	0 	0 	[+]
839. 	LUX 	ALM 	WT 	Ben Gastauer 	1987 	1 	0 	0 	[+]
840. 	NZL 	BSC 	CONT 	Aaron Gate 	1990 	1 	0 	0 	[+]
841. 	FRA 	TDE 	PROF 	Damien Gaudin 	1986 	1 	0 	0 	[+]
842. 	NZL 	COR 	PROF 	Samuel Gaze 	1995 	1 	0 	0 	[+]
843. 	LUX 	GFC 	WT 	Kevin Geniets 	1997 	1 	0 	0 	[+]
844. 	ERI 	NDP 	PROF 	Biniyam Ghirmay 	2000 	1 	0 	0 	[+]
845. 	BEL 	SVB 	PROF 	Robbe Ghys 	1997 	1 	0 	0 	[+]
846. 	GBR 	BBH 	PROF 	Matthew Gibson 	1996 	1 	0 	0 	[+]
847. 	NED 	XYZ 		Stan Godrie 	1993 	1 	0 	0 	[+]
848. 	AUT 	NTT 	WT 	Michael Gogl 	1993 	1 	0 	0 	[+]
849. 	ESP 	FOR 	PROF 	Peio Goikoetxea 	1992 	1 	0 	0 	[+]
850. 	COL 	XYZ 		Bryan Gomez 	1994 	1 	0 	0 	[+]
851. 	POR 	XYZ 		Domingos Gonçalves 	1989 	1 	0 	0 	[+]
852. 	ESP 	XYZ 		Mario Gonzalez 	1982 	1 	0 	0 	[+]
853. 	PAN 	THR 	PROF 	Roberto Carlos Gonzalez 	1994 	1 	0 	0 	[+]
854. 	ESP 	CJR 	PROF 	David Gonzalez 	1996 	1 	0 	0 	[+]
855. 	BEL 	LTS 	WT 	Kobe Goossens 	1996 	1 	0 	0 	[+]
856. 	FRA 	XYZ 		Pierre Gouault 	1993 	1 	0 	0 	[+]
857. 	DEN 	AST 	WT 	Jonas Gregaard 	1996 	1 	0 	0 	[+]
858. 	FRA 	TDE 	PROF 	Fabien Grellier 	1994 	1 	0 	0 	[+]
859. 	FRA 	PCB 	PROF 	Donavan Grondin 	2000 	1 	0 	0 	[+]
860. 	ITA 	GTV 	CONT 	Andrea Guardini 	1989 	1 	0 	0 	[+]
861. 	ESP 	KIN 	CONT 	Salvador Guardiola 	1988 	1 	0 	0 	[+]
862. 	ITA 	GFC 	WT 	Jacopo Guarnieri 	1987 	1 	0 	0 	[+]
863. 	FRA 	PCB 	PROF 	Thibault Guernalec 	1997 	1 	0 	0 	[+]
864. 	ESP 	BBH 	PROF 	Pablo Guerrero 	1992 	1 	0 	0 	[+]
865. 	FRA 	GFC 	WT 	Simon Gugliemi 	1997 	1 	0 	0 	[+]
866. 	AUS 	COF 	WT 	Nathan Haas 	1989 	1 	0 	0 	[+]
867. 	ETH 	NDP 	PROF 	Mulu Hailemichael 	1999 	1 	0 	0 	[+]
868. 	AUS 	LTS 	WT 	Adam Hansen 	1981 	1 	0 	0 	[+]
869. 	AUS 	TJV 	WT 	Chris Harper 	1994 	1 	0 	0 	[+]
870. 	JPN 	UKO 	CONT 	Yusuke Hatanaka 	1985 	1 	0 	0 	[+]
871. 	NED 	RIW 	PROF 	Piotr Havik 	1994 	1 	0 	0 	[+]
872. 	USA 	AEV 	CONT 	Gage Hecht 	1998 	1 	0 	0 	[+]
873. 	COL 	INS 	WT 	Sebastian Henao 	1993 	1 	0 	0 	[+]
874. 	FIN 	TNN 	PROF 	Joonas Henttala 	1991 	1 	0 	0 	[+]
875. 	NOR 	UXT 	PROF 	Jacob Hindsgaul Madsen 	2000 	1 	0 	0 	[+]
876. 	CZE 	ELK 	CONT 	Karel Hnik 	1991 	1 	0 	0 	[+]
877. 	NOR 	UXT 	PROF 	Daniel Hoelgaard 	1993 	1 	0 	0 	[+]
878. 	NED 	TJV 	WT 	Lennard Hofstede 	1994 	1 	0 	0 	[+]
879. 	SUI 	ISN 	WT 	Reto Hollenstein 	1985 	1 	0 	0 	[+]
880. 	GER 	MOV 	WT 	Juri Hollman 	1999 	1 	0 	0 	[+]
881. 	USA 	HBA 	CONT 	Liam Holowesko 	2000 	1 	0 	0 	[+]
882. 	NED 	UKO 	CONT 	Robbie Hucker 	1990 	1 	0 	0 	[+]
883. 	NOR 	UXT 	PROF 	Morten Hulgaard 	1998 	1 	0 	0 	[+]
884. 	FRA 	AUB 	CONT 	Tony Hurel 	1987 	1 	0 	0 	[+]
885. 	BEL 	WVA 	PROF 	Laurens Huys 	1998 	1 	0 	0 	[+]
886. 	NOR 	UXT 	PROF 	Jonas Iversby Hvideberg 	1999 	1 	0 	0 	[+]
887. 	ITA 	THR 	PROF 	Alessandro Iacchi 	1999 	1 	0 	0 	[+]
888. 	NED 	TBM 	WT 	Kevin Inkelaar 	1997 	1 	0 	0 	[+]
889. 	ESP 	XYZ 		Beñat Intxausti 	1986 	1 	0 	0 	[+]
890. 	JPN 	NTT 	WT 	Shotaro Iribe 	1989 	1 	0 	0 	[+]
891. 	ESP 	CJR 	PROF 	Jon Irissari 	1995 	1 	0 	0 	[+]
892. 	ESP 	FOR 	PROF 	Julen Irizar 	1995 	1 	0 	0 	[+]
893. 	AUS 	TNN 	PROF 	Declan Irvine 	1999 	1 	0 	0 	[+]
894. 	BEL 	PSB 	CONT 	Eli Iserbyt 	1997 	1 	0 	0 	[+]
895. 	JPN 	NDP 	PROF 	Masahiro Ishigami 	1997 	1 	0 	0 	[+]
896. 	SUI 	MOV 	WT 	Johan Jacobs 	1997 	1 	0 	0 	[+]
897. 	POL 	VOS 	CONT 	Sylwester Janiszewski 	1988 	1 	0 	0 	[+]
898. 	BEL 	COR 	PROF 	Jimmy Janssens 	1989 	1 	0 	0 	[+]
899. 	COL 	XYZ 		Daniel Alexander Jaramillo 	1991 	1 	0 	0 	[+]
900. 	FRA 	PCB 	PROF 	Benoit Jarrier 	1988 	1 	0 	0 	[+]
901. 	RSA 	XYZ 		Songezo Jim 	1990 	1 	0 	0 	[+]
902. 	DEN 	UXT 	PROF 	Julius Johansen 	1999 	1 	0 	0 	[+]
903. 	USA 	MOV 	WT 	Matteo Jorgenson 	1999 	1 	0 	0 	[+]
904. 	USA 	RLY 	PROF 	Colin Joyce 	1994 	1 	0 	0 	[+]
905. 	ESP 	FOR 	PROF 	Txomin Juaristi 	1995 	1 	0 	0 	[+]
906. 	POL 	MAZ 	CONT 	Jakub Kaczmarek 	1993 	1 	0 	0 	[+]
907. 	NED 	TNN 	PROF 	Brian Kamstra 	1993 	1 	0 	0 	[+]
908. 	GER 	SUN 	WT 	Max Kanter 	1997 	1 	0 	0 	[+]
909. 	BEL 	DQT 	WT 	Iljo Keisse 	1982 	1 	0 	0 	[+]
910. 	GER 	LTS 	WT 	Roger Kluge 	1986 	1 	0 	0 	[+]
911. 	GER 	INS 	WT 	Christian Knees 	1981 	1 	0 	0 	[+]
912. 	NOR 	TCO 	CONT 	Iver Johan Knotten 	1998 	1 	0 	0 	[+]
913. 	JPN 	GTV 	CONT 	Marino Kobayashi 	1994 	1 	0 	0 	[+]
