Rider ID,Country,UCI Team 2012,Rider Name,Price 2012,Score 2012,Gender,Born,Age 2012,UCI Team 2013,Price 2013,Score 2013,Age 2013,UCI Team 2014,Price 2014,Score 2014,Age 2014,UCI Team 2015,Price 2015,Score 2015,Age 2015,UCI Team 2016,Price 2016,Score 2016,Age 2016,UCI Team 2017,Price 2017,Score 2017,Age 2017,UCI Team 2018,Price 2018,Score 2018,Age 2018,UCI Team 2019,Price 2019,Score 2019,Age 2019,UCI Team 2020,Price 2020,Score 2020,Age 2020
3086,LTU,,Milda Jankauskaite,,,Women,1995.0,,,,,,,,,,AST,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,
3102,ETH,,Eyerusalem Kelil,,,Women,1992.0,,,,,,,,,,MIC,1.0,0.0,23.0,MIC,1.0,100.0,24.0,XYZ,1.0,0.0,25.0,CZF,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,
3068,GER,,Lisa Klein,,,Women,1996.0,,,,,,,,,,BCT,1.0,0.0,19.0,CBT,1.0,115.0,20.0,CBT,2.0,665.0,21.0,CSR,8.0,719.0,22.0,CSR,10.0,1962.0,23.0,CSR,24.0,0.0,24.0
3090,GER,,Clara Koppenburg,,,Women,1995.0,,,,,,,,,,BCT,1.0,0.0,20.0,CBT,1.0,15.0,21.0,CBT,1.0,125.0,22.0,CBT,2.0,150.0,23.0,WNT,2.0,385.0,24.0,BIG,6.0,0.0,25.0
3060,FRA,,Soline Lamboley,,,Women,1996.0,,,,,,,,,,LTK,1.0,0.0,19.0,,,,,SAS,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,
3062,ESP,,Paula Lanz Blazque,,,Women,1996.0,,,,,,,,,,BPD,1.0,0.0,19.0,BPD,1.0,0.0,20.0,,,,,,,,,,,,,,,,
3113,ITA,,Alessandra Lari,,,Women,1985.0,,,,,,,,,,MIC,1.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,
3084,ITA,,Elena Leonardi,,,Women,1995.0,,,,,,,,,,TOG,1.0,0.0,20.0,TOG,1.0,0.0,21.0,TOG,1.0,0.0,22.0,TOP,1.0,0.0,23.0,TOP,1.0,0.0,24.0,TOP,1.0,0.0,25.0
3103,USA,,Allison Linnell,,,Women,1990.0,,,,,,,,,,VAI,1.0,0.0,25.0,HBS,1.0,0.0,26.0,,,,,,,,,,,,,,,,
3101,AUS,,Ruby Livingstone,,,Women,1993.0,,,,,,,,,,BPK,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,
3108,COL,,Laura Camila Lozano Ramirez,,,Women,1986.0,,,,,,,,,,MIC,1.0,0.0,29.0,MIC,1.0,0.0,30.0,SER,1.0,0.0,31.0,XYZ,1.0,0.0,32.0,HMT,1.0,0.0,33.0,XYZ,1.0,0.0,34.0
3071,ITA,,Angela Maffeis,,,Women,1996.0,,,,,,,,,,ISG,1.0,0.0,19.0,ISG,1.0,0.0,20.0,,,,,,,,,,,,,,,,
3095,ITA,,Michela Maltese,,,Women,1995.0,,,,,,,,,,BPK,1.0,0.0,20.0,BPK,1.0,0.0,21.0,,,,,CZF,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,
3079,AUS,,Alexandra Manly,,,Women,1996.0,,,,,,,,,,GEW,1.0,0.0,19.0,OGE,1.0,0.0,20.0,ORS,1.0,19.0,21.0,MTS,1.0,22.0,22.0,MTS,1.0,0.0,23.0,XYZ,1.0,0.0,24.0
3110,SUI,,Riccarda Mazzotta,,,Women,1986.0,,,,,,,,,,SEF,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,
3078,SVK,,Tereza Medvedova,,,Women,1996.0,,,,,,,,,,BPK,1.0,0.0,19.0,BPK,1.0,35.0,20.0,BPK,1.0,0.0,21.0,BPK,1.0,125.0,22.0,BPK,2.0,0.0,23.0,WCC,1.0,0.0,24.0
3063,DEN,,Olivia Overskov Jakobsen,,,Women,1996.0,,,,,,,,,,TRY,1.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,
3085,COL,,Jessica Marcela Parra Rojas,,,Women,1995.0,,,,,,,,,,VAI,1.0,0.0,20.0,VAI,1.0,0.0,21.0,,,,,SER,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,
3064,KAZ,,Faina Potapova,,,Women,1996.0,,,,,,,,,,AST,1.0,0.0,19.0,ASA,1.0,0.0,20.0,,,,,,,,,ASA,1.0,0.0,23.0,XYZ,1.0,0.0,24.0
3066,ITA,,Vittoria Reati,,,Women,1996.0,,,,,,,,,,MIC,1.0,0.0,19.0,MIC,1.0,0.0,20.0,MIC,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,
3059,FRA,,Greta Richioud,,,Women,1996.0,,,,,,,,,,FUT,1.0,0.0,19.0,FUT,1.0,0.0,20.0,FDJ,1.0,0.0,21.0,FDJ,1.0,28.0,22.0,FDJ,1.0,12.0,23.0,HPU,1.0,0.0,24.0
3075,NED,,Anouk Rijff,,,Women,1996.0,,,,,,,,,,LBL,1.0,0.0,19.0,LBL,1.0,170.0,20.0,LWK,2.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,
3056,ITA,,Beatrice Rossato,,,Women,1996.0,,,,,,,,,,ALE,1.0,0.0,19.0,ALE,1.0,0.0,20.0,TOG,1.0,0.0,21.0,TOP,1.0,0.0,22.0,SBT,1.0,0.0,23.0,SBT,1.0,0.0,24.0
3096,ESP,,Ainara Sanz Vaz-Romero,,,Women,1995.0,,,,,,,,,,BPD,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,
3112,ITA,,Manuela Sonzogni,,,Women,1985.0,,,,,,,,,,SEF,1.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,
3104,POL,,Ewelina Szybiak,,,Women,1989.0,,,,,,,,,,VAI,1.0,0.0,26.0,,,,,XYZ,1.0,40.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,
3065,ESP,,Alba Teruel Ribes,,,Women,1996.0,,,,,,,,,,LTK,1.0,0.0,19.0,LTK,1.0,0.0,20.0,LTK,1.0,70.0,21.0,MOV,1.0,80.0,22.0,MOV,1.0,0.0,23.0,MOV,1.0,0.0,24.0
3098,BEL,,Steffy Van Den Haute,,,Women,1993.0,,,,,,,,,,VLL,1.0,0.0,22.0,VLL,1.0,0.0,23.0,,,,,WET,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,
3080,BEL,,Saartje Vandenbroucke,,,Women,1996.0,,,,,,,,,,VLL,1.0,0.0,19.0,VLL,1.0,0.0,20.0,LWD,1.0,0.0,21.0,DVE,1.0,0.0,22.0,DVE,1.0,0.0,23.0,XYZ,1.0,0.0,24.0
3081,BEL,,Jesse Vandenbulcke,,,Women,1996.0,,,,,,,,,,LBL,1.0,0.0,19.0,LWW,1.0,0.0,20.0,LWD,1.0,0.0,21.0,KRE,1.0,0.0,22.0,DVE,1.0,160.0,23.0,LSL,2.0,0.0,24.0
3077,SLO,,Anita Znidarsic,,,Women,1996.0,,,,,,,,,,BTC,1.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,
3579,CAN,,Alison Jackson,,,Women,1988.0,,,,,,,,,,,,,,T16,1.0,308.0,28.0,BPK,4.0,125.0,29.0,TIB,2.0,567.0,30.0,TIB,8.0,696.0,31.0,SUN,8.0,0.0,32.0
