	Country 	Trade Team 	Rider 	Born 	Price 	Prev 	Score ↓ 	
333. 	SUI 	XYZ 	Linda Indergand 	1993 	1 	15 	0 	[+]
334. 	NED 	XYZ 	Kirsten Peetoom 	1988 	1 	15 	0 	[+]
335. 	FRA 	XYZ 	Manon Souyris 	1993 	1 	15 	0 	[+]
336. 	UKR 	XYZ 	Eivgenia Vysotska 	1975 	1 	15 	0 	[+]
337. 	BEL 	VLL 	Gilke Croket 	1992 	1 	14 	0 	[+]
338. 	BEL 	VLL 	Nel De Crits 	1991 	1 	14 	0 	[+]
339. 	BEL 	VLL 	Demmy Druyts 	1995 	1 	14 	0 	[+]
340. 	DEN 	TRY 	Cecilie Uttrup Ludwig 	1995 	1 	14 	0 	[+]
341. 	DEN 	TRY 	Kamilla Sofie Vallin 	1993 	1 	14 	0 	[+]
342. 	BEL 	VLL 	Kelly Van Den Steen 	1995 	1 	14 	0 	[+]
343. 	KAZ 	AST 	Marzhan Baitleuova 	1994 	1 	12 	0 	[+]
344. 	RUS 	AST 	Kseniya Dobrynina 	1994 	1 	12 	0 	[+]
345. 	FRA 	FUT 	Eugénie Duval 	1993 	1 	10 	0 	[+]
346. 	GBR 	XYZ 	Anne Ewing 	1987 	1 	10 	0 	[+]
347. 	FRA 	LTK 	Mélodie Lesueur 	1990 	1 	10 	0 	[+]
348. 	USA 	XYZ 	Kristin Lotito 	1981 	1 	10 	0 	[+]
349. 	POL 	XYZ 	Katarzyna Wilkos 	1993 	1 	10 	0 	[+]
350. 	AUS 	WHT 	Peta Mullens 	1988 	4 	0 	0 	[+]
351. 	ITA 	ALE 	Alice Algisi 	1993 	1 	0 	0 	[+]
352. 	ARG 	LBL 	Jaquelina Alvarez 	1989 	1 	0 	0 	[+]
353. 	USA 	BMW 	Elle Anderson 	1988 	1 	0 	0 	[+]
354. 	NOR 	XYZ 	Tine Andreassen 	1979 	1 	0 	0 	[+]
355. 	BEL 	XYZ 	Anne Arnouts 	1989 	1 	0 	0 	[+]
356. 	SUI 	BCT 	Emilie Aubry 	1989 	1 	0 	0 	[+]
357. 	FRA 	XYZ 	Marion Azam 	1991 	1 	0 	0 	[+]
358. 	ITA 	XYZ 	Monia Baccaille 	1984 	1 	0 	0 	[+]
359. 	ITA 	MIC 	Francesca Balducci 	1996 	1 	0 	0 	[+]
360. 	ITA 	MIC 	Michela Balducci 	1995 	1 	0 	0 	[+]
361. 	GBR 	MAT 	Elinor Barker 	1994 	1 	0 	0 	[+]
362. 	GBR 	XYZ 	Jane Barr 	1981 	1 	0 	0 	[+]
363. 	ITA 	ISG 	Valentina Bastianelli 	1987 	1 	0 	0 	[+]
364. 	SUI 	BCT 	Caroline Baur 	1993 	1 	0 	0 	[+]
365. 	BEL 	LBL 	Isabelle Beckers 	1983 	1 	0 	0 	[+]
366. 	BEL 	XYZ 	Else Belmans 	1983 	1 	0 	0 	[+]
367. 	FRA 	XYZ 	Laurie Berthon 	1991 	1 	0 	0 	[+]
368. 	CAN 	XYZ 	Julie Beveridge 	1988 	1 	0 	0 	[+]
369. 	ITA 	VAI 	Martina Biolo 	1996 	1 	0 	0 	[+]
370. 	RUS 	XYZ 	Yulia Blindyuk 	1984 	1 	0 	0 	[+]
371. 	RUS 	XYZ 	Alina Bondarenko 	1993 	1 	0 	0 	[+]
372. 	NED 	XYZ 	Amanda Bongaards 	1988 	1 	0 	0 	[+]
373. 	USA 	XYZ 	Jamie Bookwalter 	1986 	1 	0 	0 	[+]
374. 	THA 	XYZ 	Sutharat Boonsawat 	1988 	1 	0 	0 	[+]
375. 	ITA 	XYZ 	Simona Bortolotti 	1994 	1 	0 	0 	[+]
376. 	NED 	XYZ 	Joukje Braam 	1986 	1 	0 	0 	[+]
377. 	AUS 	XYZ 	Amy Bradley 	1984 	1 	0 	0 	[+]
378. 	FRA 	XYZ 	Melanie Bravard 	1987 	1 	0 	0 	[+]
379. 	GBR 	XYZ 	Keyleigh Brogan 	1992 	1 	0 	0 	[+]
380. 	ESP 	XYZ 	Elizabet Bru Clotet 	1995 	1 	0 	0 	[+]
381. 	ITA 	XYZ 	Carlotta Brui 	1994 	1 	0 	0 	[+]
382. 	BEL 	LWZ 	Latoya Brulee 	1988 	1 	0 	0 	[+]
383. 	ITA 	SEF 	Vittoria Bussi 	1987 	1 	0 	0 	[+]
384. 	BEL 	XYZ 	Kimberly Buyl 	1988 	1 	0 	0 	[+]
385. 	ITA 	TOG 	Rossella Callovi 	1991 	1 	0 	0 	[+]
386. 	ITA 	AST 	Marika Campagnaro 	1996 	1 	0 	0 	[+]
387. 	CAN 	XYZ 	Gillian Carleton 	1989 	1 	0 	0 	[+]
388. 	CAN 	DNA 	Joanie Caron 	1984 	1 	0 	0 	[+]
389. 	ESP 	BPD 	Coral Casado Ortiz 	1996 	1 	0 	0 	[+]
390. 	BEL 	XYZ 	Dunja Ceulemans 	1989 	1 	0 	0 	[+]
391. 	AZE 	XYZ 	Elena Chalykh 	1974 	1 	0 	0 	[+]
392. 	FRA 	XYZ 	Oriane Chaumet 	1993 	1 	0 	0 	[+]
393. 	NZL 	XYZ 	Kate Chilcott 	1991 	1 	0 	0 	[+]
394. 	GBR 	WHT 	Anna Christian 	1995 	1 	0 	0 	[+]
395. 	AUT 	XYZ 	Pelin Cizgin 	1986 	1 	0 	0 	[+]
396. 	NED 	XYZ 	Marjolein Claessen 	1991 	1 	0 	0 	[+]
397. 	USA 	XYZ 	Theresa Cliff-Ryan 	1978 	1 	0 	0 	[+]
398. 	FRA 	XYZ 	Marie-Laure Cloarec 	1984 	1 	0 	0 	[+]
399. 	NED 	XYZ 	Kirsten Coppens 	1994 	1 	0 	0 	[+]
400. 	ITA 	XYZ 	Martina Corazza 	1979 	1 	0 	0 	[+]
401. 	ITA 	SEF 	Veronica Cornolti 	1994 	1 	0 	0 	[+]
402. 	BEL 	XYZ 	Shauni Corthout 	1993 	1 	0 	0 	[+]
403. 	ITA 	ISG 	Claudia Cretti 	1996 	1 	0 	0 	[+]
404. 	FRA 	XYZ 	Sophie Creux 	1981 	1 	0 	0 	[+]
405. 	ITA 	XYZ 	Simona Crotti 	1995 	1 	0 	0 	[+]
406. 	USA 	XYZ 	Jaquelyn Crowell 	1988 	1 	0 	0 	[+]
407. 	NZL 	XYZ 	Emma Crum 	1989 	1 	0 	0 	[+]
408. 	ITA 	XYZ 	Alessandra D'Ettorre 	1978 	1 	0 	0 	[+]
409. 	ITA 	MIC 	Azzura D’Intino 	1991 	1 	0 	0 	[+]
410. 	ITA 	TOG 	Nicole Dal Santo 	1995 	1 	0 	0 	[+]
411. 	RSA 	XYZ 	Robyn De Groot 	1982 	1 	0 	0 	[+]
412. 	NED 	XYZ 	Jorinda de Heer 	1990 	1 	0 	0 	[+]
413. 	NED 	XYZ 	Tessa de Moyer 	1992 	1 	0 	0 	[+]
414. 	BEL 	XYZ 	Eline De Roover 	1992 	1 	0 	0 	[+]
415. 	BEL 	XYZ 	Evelien Debboudt 	1984 	1 	0 	0 	[+]
416. 	BEL 	XYZ 	Lensy Debboudt 	1977 	1 	0 	0 	[+]
417. 	BEL 	XYZ 	Sylvia Debboudt 	1979 	1 	0 	0 	[+]
418. 	BEL 	VLL 	Nicky Degrendele 	1996 	1 	0 	0 	[+]
419. 	BEL 	VLL 	Fien Delbaere 	1996 	1 	0 	0 	[+]
420. 	FRA 	BRE 	Coralie Demay 	1992 	1 	0 	0 	[+]
421. 	BEL 	XYZ 	Valérie Demey 	1994 	1 	0 	0 	[+]
422. 	UKR 	AST 	Olena Demidova 	1995 	1 	0 	0 	[+]
423. 	BEL 	XYZ 	Eveline Dergent 	1992 	1 	0 	0 	[+]
424. 	CAN 	XYZ 	Kael Deverell 	1989 	1 	0 	0 	[+]
425. 	NED 	XYZ 	Petra Dijkman 	1979 	1 	0 	0 	[+]
426. 	IRL 	XYZ 	Olivia Dillon 	1973 	1 	0 	0 	[+]
427. 	ITA 	XYZ 	Giulia Donato 	1978 	1 	0 	0 	[+]
428. 	CHN 	GPC 	Huang Dong Yan 	1993 	1 	0 	0 	[+]
429. 	USA 	XYZ 	Kathryn Donovan 	1982 	1 	0 	0 	[+]
430. 	MEX 	AST 	Ingrid Drexel Clouthier 	1993 	1 	0 	0 	[+]
431. 	UZB 	XYZ 	Olga Drobysheva 	1984 	1 	0 	0 	[+]
432. 	BEL 	VLL 	Jessy Druyts 	1994 	1 	0 	0 	[+]
433. 	SWE 	XYZ 	Mirella Ehrin 	1976 	1 	0 	0 	[+]
434. 	SRB 	BTC 	Jelena Eric 	1996 	1 	0 	0 	[+]
435. 	ESP 	BPD 	Elisabeth Escursell Valero 	1996 	1 	0 	0 	[+]
436. 	NED 	XYZ 	Aafke Eshuis 	1987 	1 	0 	0 	[+]
437. 	ESP 	XYZ 	Dorleta Eskamendi Gil 	1992 	1 	0 	0 	[+]
438. 	IRI 	XYZ 	Niknaz Fazeli 	1989 	1 	0 	0 	[+]
439. 	BRA 	XYZ 	Clemilda Fernandes Silva 	1979 	1 	0 	0 	[+]
440. 	BRA 	XYZ 	Marcia Fernandes Silva 	1991 	1 	0 	0 	[+]
441. 	ITA 	TOG 	Jennifer Fiori 	1986 	1 	0 	0 	[+]
442. 	FRA 	ALE 	Faure Fleur 	1993 	1 	0 	0 	[+]
443. 	ITA 	SEF 	Silvia Folloni 	1995 	1 	0 	0 	[+]
444. 	ITA 	BPK 	Giorgia Fraiegari 	1995 	1 	0 	0 	[+]
445. 	GBR 	TRY 	Chloe Fraser 	1993 	1 	0 	0 	[+]
446. 	SLO 	XYZ 	Sara Frece 	1984 	1 	0 	0 	[+]
447. 	DEN 	XYZ 	Mette Fugl Rasmussen 	1980 	1 	0 	0 	[+]
448. 	USA 	XYZ 	Amber Gaffney 	1982 	1 	0 	0 	[+]
449. 	FRA 	XYZ 	Kelly Gambier 	1988 	1 	0 	0 	[+]
450. 	ARG 	LTK 	Evelyn Garcia 	1982 	1 	0 	0 	[+]
451. 	POL 	XYZ 	Karolina Garczynska 	1991 	1 	0 	0 	[+]
452. 	AUT 	NOE 	Astrid Gassner 	1995 	1 	0 	0 	[+]
453. 	IRL 	XYZ 	Michelle Geoghegan 	1982 	1 	0 	0 	[+]
454. 	BEL 	XYZ 	Tara Gins 	1990 	1 	0 	0 	[+]
455. 	NED 	XYZ 	Jessica Glasbergen 	1979 	1 	0 	0 	[+]
456. 	LUX 	XYZ 	Beatrice Godart 	1989 	1 	0 	0 	[+]
457. 	LUX 	XYZ 	Suzie Godart 	1962 	1 	0 	0 	[+]
458. 	USA 	PEP 	Christina Gokey-Smith 	1973 	1 	0 	0 	[+]
459. 	VEN 	XYZ 	Sandra Gomez 	1971 	1 	0 	0 	[+]
460. 	GUA 	XYZ 	Maribel Gonzales 	1992 	1 	0 	0 	[+]
461. 	VEN 	XYZ 	Angie Gonzales Garcia 	1981 	1 	0 	0 	[+]
462. 	ESP 	LTK 	Lucia Gonzalez Blanco 	1990 	1 	0 	0 	[+]
463. 	USA 	XYZ 	Devon Gorry 	1981 	1 	0 	0 	[+]
464. 	DEN 	XYZ 	Cathrine Grage 	1976 	1 	0 	0 	[+]
465. 	GBR 	EPI 	Emma Grant 	1991 	1 	0 	0 	[+]
466. 	MEX 	XYZ 	Alessandra Grassi Herrera 	1976 	1 	0 	0 	[+]
467. 	AUS 	BMW 	Miranda Griffiths 	1981 	1 	0 	0 	[+]
468. 	ITA 	TOG 	Sara Grifi 	1988 	1 	0 	0 	[+]
469. 	ITA 	XYZ 	Natasha Grillo 	1995 	1 	0 	0 	[+]
470. 	ITA 	MIC 	Nina Gulino 	1988 	1 	0 	0 	[+]
471. 	CHN 	XYZ 	Linfang Guo 	1992 	1 	0 	0 	[+]
472. 	GBR 	EPI 	Corrine Hall 	1991 	1 	0 	0 	[+]
473. 	BEL 	VLL 	Kaat Hannes 	1991 	1 	0 	0 	[+]
474. 	CAN 	XYZ 	Anna Harkowska 	1980 	1 	0 	0 	[+]
475. 	GER 	XYZ 	Manuela Hartl 	1975 	1 	0 	0 	[+]
476. 	NOR 	HPU 	Tone Hatteland Lima 	1979 	1 	0 	0 	[+]
477. 	SWE 	SWA 	Hanna Helamb 	1994 	1 	0 	0 	[+]
478. 	AUT 	XYZ 	Julia Hilber 	1994 	1 	0 	0 	[+]
479. 	GBR 	TRY 	Amy Hill 	1995 	1 	0 	0 	[+]
480. 	LUX 	LBL 	Chantal Hoffmann 	1987 	1 	0 	0 	[+]
481. 	GER 	XYZ 	Sarah-Lena Hofmann 	1992 	1 	0 	0 	[+]
482. 	GBR 	EPI 	Ella Hopkins 	1990 	1 	0 	0 	[+]
483. 	GBR 	XYZ 	Ciara Horne 	1989 	1 	0 	0 	[+]
484. 	NOR 	XYZ 	Hildegunn Hovdenak 	1985 	1 	0 	0 	[+]
485. 	CZE 	XYZ 	Katarina Hranaiova 	1984 	1 	0 	0 	[+]
486. 	TPE 	XYZ 	Mei Yu Hsiao 	1985 	1 	0 	0 	[+]
487. 	AUS 	XYZ 	Jasmin Hurikino 	1991 	1 	0 	0 	[+]
488. 	SWE 	TRY 	Ellinor Huusko 	1996 	1 	0 	0 	[+]
489. 	BEL 	XYZ 	Sarah Ingelbrecht 	1992 	1 	0 	0 	[+]
490. 	MEX 	XYZ 	Roxana Islas Garcia 	1882 	1 	0 	0 	[+]
491. 	LTU 	XYZ 	Edita Janeliunaite 	1988 	1 	0 	0 	[+]
492. 	LTU 	AST 	Milda Jankauskaite 	1995 	1 	0 	0 	[+]
493. 	UZB 	XYZ 	Kamila Jdanova 	1994 	1 	0 	0 	[+]
494. 	HKG 	GPC 	Xiu Jie Jiang 	1989 	1 	0 	0 	[+]
495. 	NED 	XYZ 	Sigrid Jochems 	1987 	1 	0 	0 	[+]
496. 	GER 	XYZ 	Marlen Jöhrend 	1986 	1 	0 	0 	[+]
497. 	USA 	XYZ 	Emily Kachorek 	1980 	1 	0 	0 	[+]
498. 	SLO 	XYZ 	Urska Kalan 	1994 	1 	0 	0 	[+]
499. 	NOR 	XYZ 	Thrude Karlsen 	1973 	1 	0 	0 	[+]
500. 	ETH 	MIC 	Eyerusalem Kelil 	1992 	1 	0 	0 	[+]
501. 	NED 	XYZ 	Marieke Kempe 	1992 	1 	0 	0 	[+]
502. 	USA 	EXG 	Kaitlin Keough (Antonneau) 	1992 	1 	0 	0 	[+]
503. 	SLO 	BTC 	Spela Kern 	1990 	1 	0 	0 	[+]
504. 	NED 	XYZ 	Anouk Kerstens 	1991 	1 	0 	0 	[+]
505. 	SWE 	XYZ 	Jessica Kihlbom 	1989 	1 	0 	0 	[+]
506. 	AUT 	XYZ 	Miriam Kircher 	1992 	1 	0 	0 	[+]
507. 	GER 	BCT 	Lisa Klein 	1996 	1 	0 	0 	[+]
508. 	NED 	XYZ 	Ines Klok 	1983 	1 	0 	0 	[+]
509. 	NED 	XYZ 	Silke Kogelman 	1988 	1 	0 	0 	[+]
510. 	AUT 	NOE 	Christina Kollmann 	1988 	1 	0 	0 	[+]
511. 	GER 	BCT 	Clara Koppenburg 	1995 	1 	0 	0 	[+]
512. 	NED 	XYZ 	Claudia Koster 	1992 	1 	0 	0 	[+]
513. 	POL 	XYZ 	Marta Kozakiewicz 	1985 	1 	0 	0 	[+]
514. 	NZL 	XYZ 	Jeannie Kuhajec 	1973 	1 	0 	0 	[+]
515. 	CAN 	XYZ 	Veronique Labonte 	1980 	1 	0 	0 	[+]
516. 	CAN 	XYZ 	Audrey Labrie 	1994 	1 	0 	0 	[+]
517. 	FRA 	LTK 	Soline Lamboley 	1996 	1 	0 	0 	[+]
518. 	LUX 	XYZ 	Nathalie Lamborelle 	1988 	1 	0 	0 	[+]
519. 	DEN 	XYZ 	Annika Langvad 	1984 	1 	0 	0 	[+]
520. 	ESP 	BPD 	Paula Lanz Blazque 	1996 	1 	0 	0 	[+]
521. 	ITA 	MIC 	Alessandra Lari 	1985 	1 	0 	0 	[+]
522. 	ITA 	XYZ 	Marina Lari 	1989 	1 	0 	0 	[+]
523. 	DEN 	XYZ 	Fie Larsen 	1993 	1 	0 	0 	[+]
524. 	UKR 	XYZ 	Silvija Latozaite 	1993 	1 	0 	0 	[+]
525. 	NED 	XYZ 	Birgit Lavrijssen 	1991 	1 	0 	0 	[+]
526. 	KOR 	XYZ 	Aejung Lee 	1990 	1 	0 	0 	[+]
527. 	ESP 	BPD 	Lierni Lekuona Extebeste 	1995 	1 	0 	0 	[+]
528. 	ITA 	TOG 	Elena Leonardi 	1995 	1 	0 	0 	[+]
529. 	FRA 	BRE 	Jenifer Letue 	1990 	1 	0 	0 	[+]
530. 	CHN 	GPC 	Hongyu Liang 	1990 	1 	0 	0 	[+]
531. 	FIN 	XYZ 	Anna Lindström 	1982 	1 	0 	0 	[+]
532. 	SWE 	XYZ 	Saga Lindström 	1995 	1 	0 	0 	[+]
533. 	USA 	VAI 	Allison Linnell 	1990 	1 	0 	0 	[+]
534. 	CHN 	XYZ 	Dexiang Liu 	1993 	1 	0 	0 	[+]
535. 	CHN 	XYZ 	Xiao Hui Liu 	1989 	1 	0 	0 	[+]
536. 	CHN 	XYZ 	Xin Liu 	1986 	1 	0 	0 	[+]
537. 	AUS 	BPK 	Ruby Livingstone 	1993 	1 	0 	0 	[+]
538. 	ESP 	LTK 	Belen Lopez 	1984 	1 	0 	0 	[+]
539. 	NZL 	PEP 	Courteney Lowe 	1991 	1 	0 	0 	[+]
540. 	GBR 	MAT 	Melissa Lowther 	1996 	1 	0 	0 	[+]
541. 	COL 	MIC 	Laura Camila Lozano Ramirez 	1986 	1 	0 	0 	[+]
542. 	CHN 	GPC 	Xiao Ling Luo 	1988 	1 	0 	0 	[+]
543. 	ITA 	ISG 	Angela Maffeis 	1996 	1 	0 	0 	[+]
544. 	RUS 	XYZ 	Ekaterina Malomoura 	1982 	1 	0 	0 	[+]
545. 	ITA 	BPK 	Michela Maltese 	1995 	1 	0 	0 	[+]
546. 	AUS 	GEW 	Alexandra Manly 	1996 	1 	0 	0 	[+]
547. 	ITA 	XYZ 	Emma Marcelli 	1985 	1 	0 	0 	[+]
548. 	ITA 	VAI 	Alessia Martini 	1992 	1 	0 	0 	[+]
549. 	ESP 	XYZ 	Ariadna Amaya Martioda 	1990 	1 	0 	0 	[+]
550. 	RUS 	XYZ 	Julia Martisova 	1976 	1 	0 	0 	[+]
551. 	SUI 	SEF 	Riccarda Mazzotta 	1986 	1 	0 	0 	[+]
552. 	USA 	XYZ 	Kristin McGrath 	1982 	1 	0 	0 	[+]
553. 	SVK 	BPK 	Tereza Medvedova 	1996 	1 	0 	0 	[+]
554. 	NOR 	XYZ 	Anne-Katrine Meland 	1985 	1 	0 	0 	[+]
555. 	BEL 	LBL 	Molly Meywisch 	1995 	1 	0 	0 	[+]
556. 	ITA 	XYZ 	Giovanna Michieletto 	1995 	1 	0 	0 	[+]
557. 	USA 	PEP 	Meredith Miller 	1973 	1 	0 	0 	[+]
558. 	USA 	XYZ 	Debbie Milne 	1969 	1 	0 	0 	[+]
559. 	NOR 	XYZ 	Siri Minge 	1994 	1 	0 	0 	[+]
560. 	RUS 	XYZ 	Irina Molicheva 	1988 	1 	0 	0 	[+]
561. 	NED 	XYZ 	Daniella Moonen 	1977 	1 	0 	0 	[+]
562. 	CAN 	XYZ 	Anne-Marie Morin 	1992 	1 	0 	0 	[+]
563. 	FRA 	XYZ 	Justine Morinaud 	1994 	1 	0 	0 	[+]
564. 	FRA 	XYZ 	Eva Mottet 	1994 	1 	0 	0 	[+]
565. 	FRA 	XYZ 	Alexia Muffat 	1992 	1 	0 	0 	[+]
566. 	GBR 	XYZ 	Laura Murrey 	1984 	1 	0 	0 	[+]
567. 	KOR 	XYZ 	Reum Na Ah 	1990 	1 	0 	0 	[+]
568. 	NOR 	XYZ 	Thrude Natholmen 	1973 	1 	0 	0 	[+]
569. 	USA 	XYZ 	Greta Neimanas 	1988 	1 	0 	0 	[+]
570. 	USA 	XYZ 	Elizabeth Newell 	1982 	1 	0 	0 	[+]
571. 	FRA 	XYZ 	Oriane Niay 	1989 	1 	0 	0 	[+]
572. 	DEN 	XYZ 	Nina Nielsen 	1993 	1 	0 	0 	[+]
573. 	FIN 	XYZ 	Jutta Nieminen 	1978 	1 	0 	0 	[+]
574. 	NED 	XYZ 	Natasja Nieuwenhuizen 	1994 	1 	0 	0 	[+]
575. 	BEL 	XYZ 	Nathalie Nijns 	1993 	1 	0 	0 	[+]
576. 	ESP 	XYZ 	Mayalen Noriega 	1982 	1 	0 	0 	[+]
577. 	SLO 	BTC 	Alenka Novak 	1977 	1 	0 	0 	[+]
578. 	SWE 	XYZ 	Malin Nystrand 	1995 	1 	0 	0 	[+]
579. 	UZB 	XYZ 	Alexandra Okhvat 	1994 	1 	0 	0 	[+]
580. 	RSA 	XYZ 	Lise Olivier 	1983 	1 	0 	0 	[+]
581. 	SWE 	XYZ 	Madelene Olsson 	1982 	1 	0 	0 	[+]
582. 	NED 	XYZ 	Esther Olthuis 	1978 	1 	0 	0 	[+]
583. 	UKR 	XYZ 	Elizaveta Oshurkova 	1991 	1 	0 	0 	[+]
584. 	UKR 	XYZ 	Nina Ovcharenko 	1984 	1 	0 	0 	[+]
585. 	DEN 	TRY 	Olivia Overskov Jakobsen 	1996 	1 	0 	0 	[+]
586. 	GBR 	MAT 	Harriet Owen 	1993 	1 	0 	0 	[+]
587. 	ESP 	BPD 	Lourdes Oyarbide 	1994 	1 	0 	0 	[+]
588. 	ITA 	TOG 	Asja Paladin 	1994 	1 	0 	0 	[+]
589. 	ITA 	TOG 	Soraya Paladin 	1993 	1 	0 	0 	[+]
590. 	FIN 	XYZ 	Anne Palm 	1969 	1 	0 	0 	[+]
591. 	SWE 	XYZ 	Anna Pålsson 	1994 	1 	0 	0 	[+]
592. 	COL 	VAI 	Jessica Marcela Parra Rojas 	1995 	1 	0 	0 	[+]
593. 	USA 	XYZ 	Morgan Patton 	1988 	1 	0 	0 	[+]
594. 	NED 	XYZ 	Charlotte Peeters 	1980 	1 	0 	0 	[+]
595. 	CAN 	XYZ 	Roxanne Pepin 	1994 	1 	0 	0 	[+]
596. 	AUT 	NOE 	Christina Perchtold 	1993 	1 	0 	0 	[+]
597. 	FRA 	XYZ 	Melanie Pette 	1987 	1 	0 	0 	[+]
598. 	CAN 	DNA 	Gabrielle Pilote-Fortin 	1993 	1 	0 	0 	[+]
599. 	AUT 	XYZ 	Daniela Pintarelli 	1983 	1 	0 	0 	[+]
600. 	GUM 	XYZ 	Lenore Pipes 	1985 	1 	0 	0 	[+]
601. 	LTU 	XYZ 	Rasa Pocyte 	1995 	1 	0 	0 	[+]
602. 	KAZ 	AST 	Faina Potapova 	1996 	1 	0 	0 	[+]
603. 	USA 	XYZ 	Jennifer Purcell 	1978 	1 	0 	0 	[+]
604. 	DEN 	XYZ 	Michelle Quaade 	1991 	1 	0 	0 	[+]
605. 	USA 	BMW 	Liza Rachetto 	1974 	1 	0 	0 	[+]
606. 	AUT 	XYZ 	Larissa Ratkic 	1994 	1 	0 	0 	[+]
607. 	ITA 	MIC 	Vittoria Reati 	1996 	1 	0 	0 	[+]
608. 	FRA 	FUT 	Greta Richioud 	1996 	1 	0 	0 	[+]
609. 	AUT 	NOE 	Elisabeth Riegler 	1995 	1 	0 	0 	[+]
610. 	AUT 	XYZ 	Iris Riepan 	1990 	1 	0 	0 	[+]
611. 	NED 	LBL 	Anouk Rijff 	1996 	1 	0 	0 	[+]
612. 	AUT 	LBL 	Sarah Rijkes 	1991 	1 	0 	0 	[+]
613. 	MEX 	XYZ 	Mayra Rocha 	1988 	1 	0 	0 	[+]
614. 	GBR 	WHT 	Eileen Roe 	1989 	1 	0 	0 	[+]
615. 	BEL 	XYZ 	Inge Roggeman 	1981 	1 	0 	0 	[+]
616. 	ITA 	VAI 	Miriam Romei 	1995 	1 	0 	0 	[+]
617. 	AUS 	XYZ 	Emily Roper 	1994 	1 	0 	0 	[+]
618. 	GBR 	XYZ 	Claire Rose (Galloway) 	1987 	1 	0 	0 	[+]
619. 	ITA 	ALE 	Beatrice Rossato 	1996 	1 	0 	0 	[+]
620. 	FRA 	LBL 	Marion Rousse 	1991 	1 	0 	0 	[+]
621. 	GBR 	PIS 	Joanna Rowsell 	1988 	1 	0 	0 	[+]
622. 	GBR 	MAT 	Penny Rowson 	1992 	1 	0 	0 	[+]
623. 	CHN 	XYZ 	Yuemin Ruan 	1993 	1 	0 	0 	[+]
624. 	SLO 	BTC 	Anja Rugelj 	1986 	1 	0 	0 	[+]
625. 	SLO 	XYZ 	Tjasa Rutar 	1984 	1 	0 	0 	[+]
626. 	CZE 	XYZ 	Martina Ruzickova 	1980 	1 	0 	0 	[+]
627. 	AUS 	XYZ 	Carla Ryan 	1985 	1 	0 	0 	[+]
628. 	SWE 	XYZ 	Malin Rydlund 	1977 	1 	0 	0 	[+]
629. 	GER 	XYZ 	Madeleine Sandig 	1983 	1 	0 	0 	[+]
630. 	SWE 	XYZ 	Beata Sandström 	1987 	1 	0 	0 	[+]
631. 	ESP 	BPD 	Ainara Sanz Vaz-Romero 	1995 	1 	0 	0 	[+]
632. 	GER 	XYZ 	Lina-Kristin Schink 	1983 	1 	0 	0 	[+]
633. 	AUT 	XYZ 	Claudia Schlager 	1968 	1 	0 	0 	[+]
634. 	SUI 	XYZ 	Pascale Schnider 	1984 	1 	0 	0 	[+]
635. 	NED 	XYZ 	Geerike Schreurs 	1989 	1 	0 	0 	[+]
636. 	LTU 	XYZ 	Vilija Sereikaite 	1987 	1 	0 	0 	[+]
637. 	GBR 	XYZ 	Gaby Shaw 	1992 	1 	0 	0 	[+]
638. 	GBR 	XYZ 	Julia Shaw 	1965 	1 	0 	0 	[+]
639. 	CAN 	BMW 	Rhae-Christie Shaw 	1975 	1 	0 	0 	[+]
640. 	FRA 	XYZ 	Marion Sicot 	1992 	1 	0 	0 	[+]
641. 	MEX 	XYZ 	Fernanda Sierra Mendez 	1995 	1 	0 	0 	[+]
642. 	DEN 	MAT 	Christina Siggaard 	1994 	1 	0 	0 	[+]
643. 	LTU 	XYZ 	Agne Silinyte 	1991 	1 	0 	0 	[+]
644. 	BLR 	XYZ 	Elenka Sitsko 		1 	0 	0 	[+]
645. 	SWE 	XYZ 	Linnea Sjöblom 	1989 	1 	0 	0 	[+]
646. 	NED 	XYZ 	Lisanne Soemanta 	1987 	1 	0 	0 	[+]
647. 	CHN 	XYZ 	Niman Song 	1990 	1 	0 	0 	[+]
648. 	ITA 	SEF 	Manuela Sonzogni 	1985 	1 	0 	0 	[+]
649. 	UKR 	XYZ 	Aleksandra Sosenko 	1991 	1 	0 	0 	[+]
650. 	IRL 	XYZ 	Melanie Späth 	1981 	1 	0 	0 	[+]
651. 	USA 	OPW 	Ally Stacher 	1987 	1 	0 	0 	[+]
652. 	NED 	TLP 	Kyara Stijns 	1995 	1 	0 	0 	[+]
653. 	GER 	XYZ 	Brigitte Stocker 	1975 	1 	0 	0 	[+]
654. 	AUT 	XYZ 	Stephanie Strobl 	1995 	1 	0 	0 	[+]
655. 	AUS 	XYZ 	Grace Sulzberger 	1988 	1 	0 	0 	[+]
656. 	POL 	VAI 	Ewelina Szybiak 	1989 	1 	0 	0 	[+]
657. 	ITA 	XYZ 	Luisa Tamanini 	1980 	1 	0 	0 	[+]
658. 	ITA 	XYZ 	Roberta Tasca 	1994 	1 	0 	0 	[+]
659. 	RSA 	XYZ 	Cherise Taylor 	1989 	1 	0 	0 	[+]
660. 	ESP 	LTK 	Alba Teruel Ribes 	1996 	1 	0 	0 	[+]
661. 	AUT 	XYZ 	Barbara Tesar 	1982 	1 	0 	0 	[+]
662. 	GBR 	XYZ 	Elinor Thorogood 	1992 	1 	0 	0 	[+]
